ma_voucher,ma_chi_nhanh
2caaf3e1-ef7d-44f1-9063-9e6f686fcc7a,5c734a85-77ca-4b26-aa6f-0c763f527ad5
36a9024d-a3a3-423d-bc9c-51652d95f726,656e341e-280d-408b-b0c4-daddfad429e7
36a9024d-a3a3-423d-bc9c-51652d95f726,89d80f0c-3920-459b-aeb4-486e4dd8dac1
3b29d9b4-3960-40e6-9626-deb21d9ee7b7,3ca81d95-0e02-43f0-9874-c9e461c684f2
3b319693-63d7-4396-ae19-73e362d61120,01505b30-8de8-4884-ba49-a263b5edbb76
3b319693-63d7-4396-ae19-73e362d61120,22caa03e-7df4-4a60-a6c2-9db1a2d25a47
3b319693-63d7-4396-ae19-73e362d61120,3550c5e1-45e1-4d90-89ec-34966e2dd7b9
3b319693-63d7-4396-ae19-73e362d61120,3a7e5109-9181-4569-a55b-a3fc20e27fe6
3b319693-63d7-4396-ae19-73e362d61120,421b7b56-9b97-4aeb-af7b-3f2ab91b61e1
3b319693-63d7-4396-ae19-73e362d61120,543385d1-3599-4573-9f75-177ee3aed3b3
3b319693-63d7-4396-ae19-73e362d61120,58bb7b68-cc5a-4de4-8c0b-52be3801b5f9
3b319693-63d7-4396-ae19-73e362d61120,62db2bfa-3a21-4dfd-88ae-55204b8c8db0
3b319693-63d7-4396-ae19-73e362d61120,6b908e0b-4e9a-4a32-908d-f55fc24f1258
3b319693-63d7-4396-ae19-73e362d61120,707c001c-c440-4b4c-9717-e789750eda65
3b319693-63d7-4396-ae19-73e362d61120,77bf47b1-ea7d-45a8-8011-2c15a52616bf
3b319693-63d7-4396-ae19-73e362d61120,7c61f905-597a-45d4-9e60-7ae0e1669e51
3b319693-63d7-4396-ae19-73e362d61120,7f57733d-1884-4193-953b-faa801da146c
3b319693-63d7-4396-ae19-73e362d61120,908e6544-7bb0-498e-83d0-58eb663232a6
3b319693-63d7-4396-ae19-73e362d61120,96037528-a8e4-44d9-86e3-687b23ceb193
3b319693-63d7-4396-ae19-73e362d61120,96841a89-aca2-4d5e-a2b3-08f713ccce13
3b319693-63d7-4396-ae19-73e362d61120,9dc74bdf-32d2-48d8-a09b-44afb8606397
3b319693-63d7-4396-ae19-73e362d61120,a4dbb326-7e5a-4516-abde-8a7cde3a1c02
3b319693-63d7-4396-ae19-73e362d61120,a6483cb2-b3f1-45c1-a47b-49b28f4c5383
3b319693-63d7-4396-ae19-73e362d61120,b1f3da2e-5496-446f-906d-ee7e0b81770a
3b319693-63d7-4396-ae19-73e362d61120,b4dc9b09-3ad8-4f76-ad21-7553390cda6e
3b319693-63d7-4396-ae19-73e362d61120,bc5de1e2-5077-4c0f-93c6-824ee2e8d0b5
3b319693-63d7-4396-ae19-73e362d61120,c220ea31-ca4e-467a-9721-4d7655dabcf8
3b319693-63d7-4396-ae19-73e362d61120,c7883925-d148-476e-8599-3c4ed3b1beb8
3b319693-63d7-4396-ae19-73e362d61120,d41fc263-11be-4e59-83e6-e37ed4315d50
3b319693-63d7-4396-ae19-73e362d61120,d87c0f54-bbff-433f-883c-c647344f7398
3b319693-63d7-4396-ae19-73e362d61120,d9421e95-5779-475c-8f4b-c0e7402ea26a
3b319693-63d7-4396-ae19-73e362d61120,dff77033-6f65-43ea-8119-fd47d31e27dc
3be64879-c4f7-4d23-8524-fa70a0ba515f,168a25a0-24c7-44a4-a996-6f3f9fc86738
3be64879-c4f7-4d23-8524-fa70a0ba515f,4c793256-9529-4596-a0ea-52b4eb9c691d
3c057003-0440-4df5-888b-bb173c1fed4c,c245e3fc-a820-42e6-91a7-31d579096f2a
3da94790-34d5-4856-85e4-946f489928c8,b06d0a13-2307-468f-85bd-cea2627dc564
3ff1ae81-24e5-40b7-b62c-ab0ad2ab4480,5c734a85-77ca-4b26-aa6f-0c763f527ad5
413fa44a-fd6d-4077-bac4-d6df32f603ca,3d90d84b-d204-4513-b8de-f5d33bb39b8e
4288e641-09fc-44cd-8ec8-cfe2b8c5fa81,656e341e-280d-408b-b0c4-daddfad429e7
4288e641-09fc-44cd-8ec8-cfe2b8c5fa81,89d80f0c-3920-459b-aeb4-486e4dd8dac1
43278c13-6018-46cd-9b7b-e9494e7a7ee9,bd1a7fce-0295-45ee-b4ef-d256b8b14573
43278c13-6018-46cd-9b7b-e9494e7a7ee9,dae599ce-6e24-4c8b-88a8-e7e2cab68256
43278c13-6018-46cd-9b7b-e9494e7a7ee9,f7d719ee-6eac-4ffe-bfdd-2bd1a758a588
477cbad4-f4a2-4319-81be-3ef0b3696e44,935e330a-a7bd-4307-aec3-256f94832085
4a8b9668-5290-4afa-aba7-edb5e310340f,2daf1ab0-ccc9-4c8e-9074-46482bfed73d
4ac941b3-ee44-4971-b04f-40cfac7e4455,4385a7ab-71bd-4e38-be6f-020bd45e9e83
4d75a519-4295-496b-9611-6eadb85946f0,2daf1ab0-ccc9-4c8e-9074-46482bfed73d
4e1cc348-8c38-4f4b-802f-b35e684bc5c8,8ad58563-6e4c-4e8b-acc8-1ba9aeaff128
5556b7f9-4f98-43b6-a421-ccc5449c2929,0c18e4d3-575b-42d8-aa29-aa0588035623
56d560d5-f6bd-4eab-bdaa-054eee157faf,5c734a85-77ca-4b26-aa6f-0c763f527ad5
57001615-6abb-4958-8343-f2a1a9829327,5c734a85-77ca-4b26-aa6f-0c763f527ad5
59661f1c-a32d-4d4e-94d4-c59d128d7e1d,656e341e-280d-408b-b0c4-daddfad429e7
59661f1c-a32d-4d4e-94d4-c59d128d7e1d,89d80f0c-3920-459b-aeb4-486e4dd8dac1
59cb3dea-5b60-40aa-8df5-472a664671c7,5c734a85-77ca-4b26-aa6f-0c763f527ad5
5a289e68-8f83-4575-84d2-49a182adfe75,67d99e9d-67db-4a66-b6b0-ee2fb1bd5b16
5da7a165-94dd-4f0d-ad33-0d7edf13d3e8,8a5ba525-f70d-448e-b43e-cd2d06c19cc1
5da7a165-94dd-4f0d-ad33-0d7edf13d3e8,9c678f71-bbdb-479c-a1b9-fe0c116dc8ad
5da7a165-94dd-4f0d-ad33-0d7edf13d3e8,ea457754-0a9a-4170-82a4-10c904e104c1
63e0ea35-10a8-47af-96da-d45262567527,5dff71ab-b046-4fb0-b948-45f563a32592
65a43069-7337-4ea8-ac20-0f7226a8a193,5c734a85-77ca-4b26-aa6f-0c763f527ad5
65b47537-7516-4e0c-a8e4-1e56c1d3f171,656e341e-280d-408b-b0c4-daddfad429e7
65b47537-7516-4e0c-a8e4-1e56c1d3f171,89d80f0c-3920-459b-aeb4-486e4dd8dac1
6c1b11e3-93e9-4f04-ac20-87f4144d3d1f,1b611a6a-c9e1-438b-be51-01358f202b2f
784622c4-7150-4ced-8d8d-950c0f81e4fd,67d99e9d-67db-4a66-b6b0-ee2fb1bd5b16
7ee0406b-f97b-4d5a-86a6-c3a6fc3b3386,b01bbe8f-c041-4305-901c-ce6d71c3977a
8270133a-ef80-4ea5-a716-cc226ce72391,2daf1ab0-ccc9-4c8e-9074-46482bfed73d
82e65301-9fe0-4cf6-b866-48a82c5250f5,b01bbe8f-c041-4305-901c-ce6d71c3977a
8cd00220-82f0-4099-8d85-329ac748ae31,8a5ba525-f70d-448e-b43e-cd2d06c19cc1
8cd00220-82f0-4099-8d85-329ac748ae31,aee99873-c94d-45c1-a952-0b038e24d5d6
8cd00220-82f0-4099-8d85-329ac748ae31,ea457754-0a9a-4170-82a4-10c904e104c1
8d13098f-50f1-45b4-ad34-aaedf8eb7fc6,b06d0a13-2307-468f-85bd-cea2627dc564
8d4a3b75-ff3f-4288-8800-2ce9cd014380,01505b30-8de8-4884-ba49-a263b5edbb76
8d4a3b75-ff3f-4288-8800-2ce9cd014380,22caa03e-7df4-4a60-a6c2-9db1a2d25a47
8d4a3b75-ff3f-4288-8800-2ce9cd014380,3550c5e1-45e1-4d90-89ec-34966e2dd7b9
8d4a3b75-ff3f-4288-8800-2ce9cd014380,3a7e5109-9181-4569-a55b-a3fc20e27fe6
8d4a3b75-ff3f-4288-8800-2ce9cd014380,421b7b56-9b97-4aeb-af7b-3f2ab91b61e1
8d4a3b75-ff3f-4288-8800-2ce9cd014380,543385d1-3599-4573-9f75-177ee3aed3b3
8d4a3b75-ff3f-4288-8800-2ce9cd014380,58bb7b68-cc5a-4de4-8c0b-52be3801b5f9
8d4a3b75-ff3f-4288-8800-2ce9cd014380,62db2bfa-3a21-4dfd-88ae-55204b8c8db0
8d4a3b75-ff3f-4288-8800-2ce9cd014380,6b908e0b-4e9a-4a32-908d-f55fc24f1258
8d4a3b75-ff3f-4288-8800-2ce9cd014380,707c001c-c440-4b4c-9717-e789750eda65
8d4a3b75-ff3f-4288-8800-2ce9cd014380,77bf47b1-ea7d-45a8-8011-2c15a52616bf
8d4a3b75-ff3f-4288-8800-2ce9cd014380,7c61f905-597a-45d4-9e60-7ae0e1669e51
8d4a3b75-ff3f-4288-8800-2ce9cd014380,7f57733d-1884-4193-953b-faa801da146c
8d4a3b75-ff3f-4288-8800-2ce9cd014380,908e6544-7bb0-498e-83d0-58eb663232a6
8d4a3b75-ff3f-4288-8800-2ce9cd014380,96037528-a8e4-44d9-86e3-687b23ceb193
8d4a3b75-ff3f-4288-8800-2ce9cd014380,96841a89-aca2-4d5e-a2b3-08f713ccce13
8d4a3b75-ff3f-4288-8800-2ce9cd014380,9dc74bdf-32d2-48d8-a09b-44afb8606397
8d4a3b75-ff3f-4288-8800-2ce9cd014380,a4dbb326-7e5a-4516-abde-8a7cde3a1c02
8d4a3b75-ff3f-4288-8800-2ce9cd014380,a6483cb2-b3f1-45c1-a47b-49b28f4c5383
8d4a3b75-ff3f-4288-8800-2ce9cd014380,b1f3da2e-5496-446f-906d-ee7e0b81770a
8d4a3b75-ff3f-4288-8800-2ce9cd014380,b4dc9b09-3ad8-4f76-ad21-7553390cda6e
8d4a3b75-ff3f-4288-8800-2ce9cd014380,bc5de1e2-5077-4c0f-93c6-824ee2e8d0b5
8d4a3b75-ff3f-4288-8800-2ce9cd014380,c220ea31-ca4e-467a-9721-4d7655dabcf8
8d4a3b75-ff3f-4288-8800-2ce9cd014380,c7883925-d148-476e-8599-3c4ed3b1beb8
8d4a3b75-ff3f-4288-8800-2ce9cd014380,d41fc263-11be-4e59-83e6-e37ed4315d50
8d4a3b75-ff3f-4288-8800-2ce9cd014380,d87c0f54-bbff-433f-883c-c647344f7398
8d4a3b75-ff3f-4288-8800-2ce9cd014380,d9421e95-5779-475c-8f4b-c0e7402ea26a
8d4a3b75-ff3f-4288-8800-2ce9cd014380,dff77033-6f65-43ea-8119-fd47d31e27dc
9171193c-e60a-4c4e-b06e-c1b4af574678,5c734a85-77ca-4b26-aa6f-0c763f527ad5
9800abae-0f8b-4b0c-95d5-e166436a0ab3,cd2c959c-72c2-4667-9436-646981ed6324
98b8e1e9-11f1-4669-9b4d-9ca03486bb75,01505b30-8de8-4884-ba49-a263b5edbb76
98b8e1e9-11f1-4669-9b4d-9ca03486bb75,22caa03e-7df4-4a60-a6c2-9db1a2d25a47
98b8e1e9-11f1-4669-9b4d-9ca03486bb75,3550c5e1-45e1-4d90-89ec-34966e2dd7b9
98b8e1e9-11f1-4669-9b4d-9ca03486bb75,3a7e5109-9181-4569-a55b-a3fc20e27fe6
98b8e1e9-11f1-4669-9b4d-9ca03486bb75,421b7b56-9b97-4aeb-af7b-3f2ab91b61e1
98b8e1e9-11f1-4669-9b4d-9ca03486bb75,543385d1-3599-4573-9f75-177ee3aed3b3
98b8e1e9-11f1-4669-9b4d-9ca03486bb75,58bb7b68-cc5a-4de4-8c0b-52be3801b5f9
98b8e1e9-11f1-4669-9b4d-9ca03486bb75,62db2bfa-3a21-4dfd-88ae-55204b8c8db0
98b8e1e9-11f1-4669-9b4d-9ca03486bb75,6b908e0b-4e9a-4a32-908d-f55fc24f1258
98b8e1e9-11f1-4669-9b4d-9ca03486bb75,707c001c-c440-4b4c-9717-e789750eda65
98b8e1e9-11f1-4669-9b4d-9ca03486bb75,77bf47b1-ea7d-45a8-8011-2c15a52616bf
98b8e1e9-11f1-4669-9b4d-9ca03486bb75,7c61f905-597a-45d4-9e60-7ae0e1669e51
98b8e1e9-11f1-4669-9b4d-9ca03486bb75,7f57733d-1884-4193-953b-faa801da146c
98b8e1e9-11f1-4669-9b4d-9ca03486bb75,908e6544-7bb0-498e-83d0-58eb663232a6
98b8e1e9-11f1-4669-9b4d-9ca03486bb75,96037528-a8e4-44d9-86e3-687b23ceb193
98b8e1e9-11f1-4669-9b4d-9ca03486bb75,96841a89-aca2-4d5e-a2b3-08f713ccce13
98b8e1e9-11f1-4669-9b4d-9ca03486bb75,9dc74bdf-32d2-48d8-a09b-44afb8606397
98b8e1e9-11f1-4669-9b4d-9ca03486bb75,a4dbb326-7e5a-4516-abde-8a7cde3a1c02
98b8e1e9-11f1-4669-9b4d-9ca03486bb75,a6483cb2-b3f1-45c1-a47b-49b28f4c5383
98b8e1e9-11f1-4669-9b4d-9ca03486bb75,b1f3da2e-5496-446f-906d-ee7e0b81770a
98b8e1e9-11f1-4669-9b4d-9ca03486bb75,b4dc9b09-3ad8-4f76-ad21-7553390cda6e
98b8e1e9-11f1-4669-9b4d-9ca03486bb75,bc5de1e2-5077-4c0f-93c6-824ee2e8d0b5
98b8e1e9-11f1-4669-9b4d-9ca03486bb75,c220ea31-ca4e-467a-9721-4d7655dabcf8
98b8e1e9-11f1-4669-9b4d-9ca03486bb75,c7883925-d148-476e-8599-3c4ed3b1beb8
98b8e1e9-11f1-4669-9b4d-9ca03486bb75,d41fc263-11be-4e59-83e6-e37ed4315d50
98b8e1e9-11f1-4669-9b4d-9ca03486bb75,d87c0f54-bbff-433f-883c-c647344f7398
98b8e1e9-11f1-4669-9b4d-9ca03486bb75,d9421e95-5779-475c-8f4b-c0e7402ea26a
98b8e1e9-11f1-4669-9b4d-9ca03486bb75,dff77033-6f65-43ea-8119-fd47d31e27dc
9a73686e-229b-43ec-b34a-77def3d1b091,af3d771a-93f6-4757-a8e8-26bc5a3d4d52
9e8740fc-f9f8-46fa-8b83-02cdba1b3baf,8ad58563-6e4c-4e8b-acc8-1ba9aeaff128
a34f152c-d082-41ec-9f80-c1517563866e,8a5ba525-f70d-448e-b43e-cd2d06c19cc1
a34f152c-d082-41ec-9f80-c1517563866e,ea09404d-2543-476d-a69e-8ae77e16d5b1
a34f152c-d082-41ec-9f80-c1517563866e,ea457754-0a9a-4170-82a4-10c904e104c1
a57c171a-f456-4166-93b2-993970190991,168a25a0-24c7-44a4-a996-6f3f9fc86738
a57c171a-f456-4166-93b2-993970190991,4c793256-9529-4596-a0ea-52b4eb9c691d
ad44799d-889c-450d-bbbf-1271b3e321cc,5c734a85-77ca-4b26-aa6f-0c763f527ad5
ae2c97d1-6ddd-4366-98a0-995f730948ab,c245e3fc-a820-42e6-91a7-31d579096f2a
af6ee141-6164-4732-964b-c7fe68cf97d1,8a5ba525-f70d-448e-b43e-cd2d06c19cc1
af6ee141-6164-4732-964b-c7fe68cf97d1,a9364e8e-1560-4bf4-b0a4-55185a5b2591
af6ee141-6164-4732-964b-c7fe68cf97d1,ea457754-0a9a-4170-82a4-10c904e104c1
b334d82b-922d-4278-ad8f-ee7d12f1b04a,01505b30-8de8-4884-ba49-a263b5edbb76
b334d82b-922d-4278-ad8f-ee7d12f1b04a,22caa03e-7df4-4a60-a6c2-9db1a2d25a47
b334d82b-922d-4278-ad8f-ee7d12f1b04a,3550c5e1-45e1-4d90-89ec-34966e2dd7b9
b334d82b-922d-4278-ad8f-ee7d12f1b04a,3a7e5109-9181-4569-a55b-a3fc20e27fe6
b334d82b-922d-4278-ad8f-ee7d12f1b04a,421b7b56-9b97-4aeb-af7b-3f2ab91b61e1
b334d82b-922d-4278-ad8f-ee7d12f1b04a,543385d1-3599-4573-9f75-177ee3aed3b3
b334d82b-922d-4278-ad8f-ee7d12f1b04a,58bb7b68-cc5a-4de4-8c0b-52be3801b5f9
b334d82b-922d-4278-ad8f-ee7d12f1b04a,62db2bfa-3a21-4dfd-88ae-55204b8c8db0
b334d82b-922d-4278-ad8f-ee7d12f1b04a,6b908e0b-4e9a-4a32-908d-f55fc24f1258
b334d82b-922d-4278-ad8f-ee7d12f1b04a,707c001c-c440-4b4c-9717-e789750eda65
b334d82b-922d-4278-ad8f-ee7d12f1b04a,77bf47b1-ea7d-45a8-8011-2c15a52616bf
b334d82b-922d-4278-ad8f-ee7d12f1b04a,7c61f905-597a-45d4-9e60-7ae0e1669e51
b334d82b-922d-4278-ad8f-ee7d12f1b04a,7f57733d-1884-4193-953b-faa801da146c
b334d82b-922d-4278-ad8f-ee7d12f1b04a,908e6544-7bb0-498e-83d0-58eb663232a6
b334d82b-922d-4278-ad8f-ee7d12f1b04a,96037528-a8e4-44d9-86e3-687b23ceb193
b334d82b-922d-4278-ad8f-ee7d12f1b04a,96841a89-aca2-4d5e-a2b3-08f713ccce13
b334d82b-922d-4278-ad8f-ee7d12f1b04a,9dc74bdf-32d2-48d8-a09b-44afb8606397
b334d82b-922d-4278-ad8f-ee7d12f1b04a,a4dbb326-7e5a-4516-abde-8a7cde3a1c02
b334d82b-922d-4278-ad8f-ee7d12f1b04a,a6483cb2-b3f1-45c1-a47b-49b28f4c5383
b334d82b-922d-4278-ad8f-ee7d12f1b04a,b1f3da2e-5496-446f-906d-ee7e0b81770a
b334d82b-922d-4278-ad8f-ee7d12f1b04a,b4dc9b09-3ad8-4f76-ad21-7553390cda6e
b334d82b-922d-4278-ad8f-ee7d12f1b04a,bc5de1e2-5077-4c0f-93c6-824ee2e8d0b5
b334d82b-922d-4278-ad8f-ee7d12f1b04a,c220ea31-ca4e-467a-9721-4d7655dabcf8
b334d82b-922d-4278-ad8f-ee7d12f1b04a,c7883925-d148-476e-8599-3c4ed3b1beb8
b334d82b-922d-4278-ad8f-ee7d12f1b04a,d41fc263-11be-4e59-83e6-e37ed4315d50
b334d82b-922d-4278-ad8f-ee7d12f1b04a,d87c0f54-bbff-433f-883c-c647344f7398
b334d82b-922d-4278-ad8f-ee7d12f1b04a,d9421e95-5779-475c-8f4b-c0e7402ea26a
b334d82b-922d-4278-ad8f-ee7d12f1b04a,dff77033-6f65-43ea-8119-fd47d31e27dc
bd418cfc-c580-4c98-889e-505c17d8e758,656e341e-280d-408b-b0c4-daddfad429e7
bd418cfc-c580-4c98-889e-505c17d8e758,89d80f0c-3920-459b-aeb4-486e4dd8dac1
be44b7d9-26ad-46cc-a4fe-c9f79e833e08,61c7ad52-a1ff-4446-80fd-3a8b4ac66381
be44b7d9-26ad-46cc-a4fe-c9f79e833e08,c8a89575-0f9c-487c-a580-b4851ba1ab0c
c0d2a396-75cf-43a7-92c8-e7183b9bf0c8,656e341e-280d-408b-b0c4-daddfad429e7
c0d2a396-75cf-43a7-92c8-e7183b9bf0c8,89d80f0c-3920-459b-aeb4-486e4dd8dac1
c2093594-5041-43cc-8e7b-96715f7e8632,5c734a85-77ca-4b26-aa6f-0c763f527ad5
c20a13d7-c47e-42e9-a0a3-ba515075b1bf,b01bbe8f-c041-4305-901c-ce6d71c3977a
c4939bd9-5786-4df1-84ba-bde62c747236,8a5ba525-f70d-448e-b43e-cd2d06c19cc1
c4939bd9-5786-4df1-84ba-bde62c747236,ba8df534-7d17-4696-95b9-c486281560b0
c4939bd9-5786-4df1-84ba-bde62c747236,ea457754-0a9a-4170-82a4-10c904e104c1
c87130b3-062b-4fb0-bf85-21c53678e07c,b01bbe8f-c041-4305-901c-ce6d71c3977a
c8eb736d-adfa-4559-881a-b85eb1641cd1,5c734a85-77ca-4b26-aa6f-0c763f527ad5
cb0726fc-43cd-4c33-a25b-18bc5eb1c7c8,13853bf1-f776-4309-9bf5-a8c1162b59bd
cc850deb-b444-4cb0-9bc5-1fda87483fd1,99cd1020-4eec-42a8-8596-0f89081f268c
ce8f44d7-2193-4758-a045-eb6d96a9ef04,c043a95b-f062-4ab3-8aea-f920d77b5586
d27959cb-1ef8-4767-bc56-84b751f00837,5c734a85-77ca-4b26-aa6f-0c763f527ad5
d630714b-591e-4a51-a6fe-770fba50ea0b,5c734a85-77ca-4b26-aa6f-0c763f527ad5
d7dee7ae-db95-4ef4-b80e-e708d54dddc0,656e341e-280d-408b-b0c4-daddfad429e7
d7dee7ae-db95-4ef4-b80e-e708d54dddc0,89d80f0c-3920-459b-aeb4-486e4dd8dac1
d935bbcf-c6a7-4fab-89d1-42bd8bc7757b,656e341e-280d-408b-b0c4-daddfad429e7
d935bbcf-c6a7-4fab-89d1-42bd8bc7757b,89d80f0c-3920-459b-aeb4-486e4dd8dac1
daf2341c-dcdf-4ed6-9423-680141a66b6d,833dabdd-a07c-40af-bfc0-919f903421ee
daf2341c-dcdf-4ed6-9423-680141a66b6d,8a5ba525-f70d-448e-b43e-cd2d06c19cc1
daf2341c-dcdf-4ed6-9423-680141a66b6d,ea457754-0a9a-4170-82a4-10c904e104c1
dbe3bd91-a779-44ce-8b37-818feef0f382,c8395dd8-e715-4bd4-ba7b-263661a1a0d9
e0a5a387-4eca-495d-bc18-60e357927889,32c0d1f9-40a5-4191-a7f8-5124c4657c54
e0a5a387-4eca-495d-bc18-60e357927889,50a22950-f1ae-4a59-963c-e87221c056ce
e0a5a387-4eca-495d-bc18-60e357927889,54942b07-4261-4a98-8faa-493d3806019b
e0a5a387-4eca-495d-bc18-60e357927889,f842ec56-5095-49d4-9e6a-4107fbdc1ef1
e26ec4a8-2eb2-4d34-a3cf-e03dad20c141,42617154-118b-4427-bbec-4ce3436c022a
e26ec4a8-2eb2-4d34-a3cf-e03dad20c141,8a5ba525-f70d-448e-b43e-cd2d06c19cc1
e26ec4a8-2eb2-4d34-a3cf-e03dad20c141,ea457754-0a9a-4170-82a4-10c904e104c1
e2ccb81e-d3bf-4c04-a98c-c040a1bf8284,5c734a85-77ca-4b26-aa6f-0c763f527ad5
e56f30d6-97e1-4253-8f70-19fa4a7929d9,5c734a85-77ca-4b26-aa6f-0c763f527ad5
e9a94e52-4b38-4255-b3da-35e376666334,5250a3e4-7bc7-46f0-bad9-690bc67ba654
e9a94e52-4b38-4255-b3da-35e376666334,8a5ba525-f70d-448e-b43e-cd2d06c19cc1
e9a94e52-4b38-4255-b3da-35e376666334,935e330a-a7bd-4307-aec3-256f94832085
e9a94e52-4b38-4255-b3da-35e376666334,ea457754-0a9a-4170-82a4-10c904e104c1
ed21dec3-ff53-4f41-b369-f4fad9c4ae33,b06d0a13-2307-468f-85bd-cea2627dc564
ee299f97-2a7c-4ffd-9445-6c4534cb7f77,c3a458c4-3ccb-4e3c-8b26-f132961f73a9
eec0c23b-4b22-4ee4-84d2-38894a98dbbe,9cb249b9-8a3a-42ca-9f32-b2a2677d5202
f002fd97-623e-470e-81a2-ac78e7e36d08,32c0d1f9-40a5-4191-a7f8-5124c4657c54
f002fd97-623e-470e-81a2-ac78e7e36d08,50a22950-f1ae-4a59-963c-e87221c056ce
f002fd97-623e-470e-81a2-ac78e7e36d08,54942b07-4261-4a98-8faa-493d3806019b
f002fd97-623e-470e-81a2-ac78e7e36d08,f842ec56-5095-49d4-9e6a-4107fbdc1ef1
f2e93a85-4768-4c13-9169-7f123120a523,32c0d1f9-40a5-4191-a7f8-5124c4657c54
f2e93a85-4768-4c13-9169-7f123120a523,50a22950-f1ae-4a59-963c-e87221c056ce
f2e93a85-4768-4c13-9169-7f123120a523,54942b07-4261-4a98-8faa-493d3806019b
f2e93a85-4768-4c13-9169-7f123120a523,f842ec56-5095-49d4-9e6a-4107fbdc1ef1
f41357e5-db70-462a-849d-b2a47240805f,01505b30-8de8-4884-ba49-a263b5edbb76
f41357e5-db70-462a-849d-b2a47240805f,22caa03e-7df4-4a60-a6c2-9db1a2d25a47
f41357e5-db70-462a-849d-b2a47240805f,3550c5e1-45e1-4d90-89ec-34966e2dd7b9
f41357e5-db70-462a-849d-b2a47240805f,3a7e5109-9181-4569-a55b-a3fc20e27fe6
f41357e5-db70-462a-849d-b2a47240805f,421b7b56-9b97-4aeb-af7b-3f2ab91b61e1
f41357e5-db70-462a-849d-b2a47240805f,543385d1-3599-4573-9f75-177ee3aed3b3
f41357e5-db70-462a-849d-b2a47240805f,58bb7b68-cc5a-4de4-8c0b-52be3801b5f9
f41357e5-db70-462a-849d-b2a47240805f,62db2bfa-3a21-4dfd-88ae-55204b8c8db0
f41357e5-db70-462a-849d-b2a47240805f,6b908e0b-4e9a-4a32-908d-f55fc24f1258
f41357e5-db70-462a-849d-b2a47240805f,707c001c-c440-4b4c-9717-e789750eda65
f41357e5-db70-462a-849d-b2a47240805f,77bf47b1-ea7d-45a8-8011-2c15a52616bf
f41357e5-db70-462a-849d-b2a47240805f,7c61f905-597a-45d4-9e60-7ae0e1669e51
f41357e5-db70-462a-849d-b2a47240805f,7f57733d-1884-4193-953b-faa801da146c
f41357e5-db70-462a-849d-b2a47240805f,908e6544-7bb0-498e-83d0-58eb663232a6
f41357e5-db70-462a-849d-b2a47240805f,96037528-a8e4-44d9-86e3-687b23ceb193
f41357e5-db70-462a-849d-b2a47240805f,96841a89-aca2-4d5e-a2b3-08f713ccce13
f41357e5-db70-462a-849d-b2a47240805f,9dc74bdf-32d2-48d8-a09b-44afb8606397
f41357e5-db70-462a-849d-b2a47240805f,a4dbb326-7e5a-4516-abde-8a7cde3a1c02
