ma_hs,ten_dn,ma_so_thue,dia_chi,giay_phep_kinh_doanh,ngay_tao,trang_thai,logo
15ad6191-778f-4a62-95b2-97a5bdaf18f0,kidzooona AEON MALL Tân Phú Celadon,0390987539,"Lô S19, Tầng 2, AEON Mall Tân Phú Celadon, Số 30, Bờ Bao Tân Thắng, Phường Tân Sơn Nhì, Tp.HCM",https://ketoananpha.vn/uploads/images/post/36-moi/Phan-biet-giay-phep-kinh-doanh-va-giay-chung-nhan-dang-ky-doanh-nghiep-03.jpg,2026-08-24 16:04:29+00,Dang hoat dong,//cdn.lifelink.vn/img/c280x280/ADD-Kidzooona-1_06072026154902.jpg?sign=CkR-bMmWjwBEJgipjwQlyQ
17edb2e9-7f44-465f-8b11-8f2d6a6596b6,kidzooona Vincom Ocean City Hưng Yên,0359884217,"Lô L2-23, Tầng 2, Thửa đất số 1128, tờ bản đồ số 05 thuộc Dự án Khu đô thị sinh thái Dream City, Xã Nghĩa Trụ, Tỉnh Hưng Yên, Việt Nam.",https://ketoananpha.vn/uploads/images/post/36-moi/Phan-biet-giay-phep-kinh-doanh-va-giay-chung-nhan-dang-ky-doanh-nghiep-03.jpg,2026-08-26 16:27:27+00,Dang hoat dong,//cdn.lifelink.vn/img/c280x280/Kidzooona-12_11052026170912.jpg?sign=JN35x5jy2ryp6UykoTtE5Q
180c5646-2a62-489d-8685-a93a8c7201e6,Dookki Việt Nam,0398147802,"Tầng 4, Mipec Rubik360, 122-124 đường Xuân Thủy, Phường Cầu Giấy, Hà Nội",https://ketoananpha.vn/uploads/images/post/36-moi/Phan-biet-giay-phep-kinh-doanh-va-giay-chung-nhan-dang-ky-doanh-nghiep-03.jpg,2026-08-26 16:21:40+00,Dang hoat dong,//cdn.lifelink.vn/img/c280x280/Dookki-Viet-Nam-avt1_05032026151022.jpg?sign=GrOY-JjKrLUGqTavFWS90Q
195ea851-59dd-4e70-ad76-71d0ea76db64,Fast Lane - Consortio,0319220185,"Cảng hàng không quốc tế Phú Quốc Đặc khu Tổ 2, Khu phố, Phú Quốc, An Giang",https://ketoananpha.vn/uploads/images/post/36-moi/Phan-biet-giay-phep-kinh-doanh-va-giay-chung-nhan-dang-ky-doanh-nghiep-03.jpg,2026-08-24 16:10:24+00,Dang hoat dong,//cdn.lifelink.vn/img/c280x280/Evisa-Dich-vu-ho-tro-lay-thi-thuc-Online_30062026111126.jpg?sign=mkAyfZGyM6KX8Lxp1k1znA
1c515879-c33a-4175-af65-f74c5034ca13,Kid's Box Vincom Royal Island Hải Phòng,0340753220,"Lô L3-16, tầng L3, Tòa nhà Vincom Mega Mall Royal Island thuộc lô CCĐT-01, Khu B1, Khu vui chơi giải trí, nhà ở và công viên sinh thái đảo Vũ Yên, Phường Thủy Nguyên, TP. Hải Phòng, VN",https://ketoananpha.vn/uploads/images/post/36-moi/Phan-biet-giay-phep-kinh-doanh-va-giay-chung-nhan-dang-ky-doanh-nghiep-03.jpg,2026-08-24 16:04:29+00,Dang hoat dong,//cdn.lifelink.vn/img/c280x280/ADD-Kidzooona-2_07072026090658.jpg?sign=iZhpYcVAdS5bVfcpVvHDVg
1f6d328f-c0b0-4676-b4f7-29935641dcea,The Hanoi Train,0392919188,"Cửa 1C, sảnh Bắc - Ga Hà Nội - 120 Lê Duẩn - Văn Miếu - Hà Nội",https://ketoananpha.vn/uploads/images/post/36-moi/Phan-biet-giay-phep-kinh-doanh-va-giay-chung-nhan-dang-ky-doanh-nghiep-03.jpg,2026-08-24 16:04:29+00,Dang hoat dong,//cdn.lifelink.vn/img/c280x280/ADD-5-cua-o-1_17072026120043.jpg?sign=H3u_SI-kRDW-4rXNwfCzwg
20000000-0000-0000-0000-000000000001,Ẩm Thực Bốn Phương,0310000001,"133/A Đường Nguyễn Huệ, Q1, TPHCM",https://qsbnxxkqosnoomzgjtyp.supabase.co/storage/v1/object/public/partner-documents/licenses/1786626559125_6rk2ic.jpg,2025-10-21 09:34:18.18177+00,Dang hoat dong,https://qsbnxxkqosnoomzgjtyp.supabase.co/storage/v1/object/public/partner-documents/logos/1786626560253_imprmu.png
20000000-0000-0000-0000-000000000002,Cong ty TNHH Spa An Nhien,0310000002,"25 Thanh Thai, TP. Ho Chi Minh",https://example.local/licenses/spa-an-nhien.pdf,2026-07-13 09:34:18.18177+00,Dang hoat dong,https://images.unsplash.com/photo-1546069901-ba9599a7e63c?fm=jpg&q=60&w=3000&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxzZWFyY2h8Mnx8Zm9vZHxlbnwwfHwwfHx8MA%3D%3D
20000000-0000-0000-0000-000000000003,Cong ty Co phan Giao Duc Tuong Lai,0310000003,"80 Vo Van Tan, TP. Ho Chi Minh",https://example.local/licenses/giao-duc-tuong-lai.pdf,2026-06-23 09:34:18.18177+00,Tam khoa,https://images.unsplash.com/photo-1716893917077-5b320c1ecfec?fm=jpg&q=60&w=3000&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTl8fHNwYSUyMHNlcnZpY2VzfGVufDB8fDB8fHww
20000000-0000-0000-0000-000000000004,Cong ty TNHH Du Lich Thanh Pho,0310000004,"10 Pham Ngu Lao, TP. Ho Chi Minh",https://example.local/licenses/du-lich-thanh-pho.pdf,2025-12-10 09:34:18.18177+00,Dang hoat dong,https://images.unsplash.com/photo-1546069901-ba9599a7e63c?fm=jpg&q=60&w=3000&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxzZWFyY2h8Mnx8Zm9vZHxlbnwwfHwwfHx8MA%3D%3D
2a0f71ae-512d-492c-80c3-53d9180fe5af,Sâu Kid Playground,0327085749,"Tầng 3, Lô 05-06-07 toà ROX Center Goldmark City, 136 Hồ Tùng Mậu, Bắc Từ Liêm, Hà Nội",https://ketoananpha.vn/uploads/images/post/36-moi/Phan-biet-giay-phep-kinh-doanh-va-giay-chung-nhan-dang-ky-doanh-nghiep-03.jpg,2026-08-24 16:04:29+00,Dang hoat dong,//cdn.lifelink.vn/img/c280x280/ADD-Sau-kid-Playground-2_14072026105244.jpg?sign=tEqpkAhovxPH1Wr0VdIsMg
2eb17ab4-16e6-4986-bd50-62f48e311f1c,Công Ty Hoàng Hà EatFood,0399494993,"34 Nguyễn Trãi, Hồ Chí Minh",https://qsbnxxkqosnoomzgjtyp.supabase.co/storage/v1/object/public/partner-documents/licenses/1787663959808_3mh73.jpg,2026-08-25 13:19:22.085938+00,Dang hoat dong,https://qsbnxxkqosnoomzgjtyp.supabase.co/storage/v1/object/public/partner-documents/logos/1787663960754_1gq2vr.png
2eba33b1-96cb-435c-8ed3-e7dd57282fca,kidzooona AEON MALL Tân Phú Celadon,0349426129,"Lô S19, Tầng 2, AEON Mall Tân Phú Celadon, Số 30, Bờ Bao Tân Thắng, Phường Tân Sơn Nhì, Tp.HCM",https://ketoananpha.vn/uploads/images/post/36-moi/Phan-biet-giay-phep-kinh-doanh-va-giay-chung-nhan-dang-ky-doanh-nghiep-03.jpg,2026-08-26 16:27:27+00,Dang hoat dong,//cdn.lifelink.vn/img/c280x280/ADD-Kidzooona-1_06072026154902.jpg?sign=CkR-bMmWjwBEJgipjwQlyQ
32da8e0d-0142-41da-b6b7-172fa52dc131,GIVISTA,0375979427,"Địa điểm tư vấn mua voucher: Tầng 8, Tòa nhà Phương Nam, Số 157 Võ Thị Sáu, Phường 6, Quận 3, TP. HCM",https://ketoananpha.vn/uploads/images/post/36-moi/Phan-biet-giay-phep-kinh-doanh-va-giay-chung-nhan-dang-ky-doanh-nghiep-03.jpg,2026-08-24 16:07:50+00,Dang hoat dong,//cdn.lifelink.vn/img/c280x280/ADD-Moonlit-Harmony-4banh_11082026101508.jpg?sign=-gN17MPFZfnwx7p-_PfCHg
340c7165-90d8-47a1-a7b9-26b7ba056d74,Flyover Starry Sky Art Museum,0373509872,"Tầng 4, Bitexco Financial Tower, số 2 Hải Triều, Phường Bến Nghé, Quận 1, TP. Hồ Chí Minh",https://ketoananpha.vn/uploads/images/post/36-moi/Phan-biet-giay-phep-kinh-doanh-va-giay-chung-nhan-dang-ky-doanh-nghiep-03.jpg,2026-08-26 16:27:27+00,Dang hoat dong,//cdn.lifelink.vn/img/c280x280/1_08052026160130.jpg?sign=SGnQxHjwehQXAlLTHDj60w
36f27a6b-d8a5-4dd7-978f-1c12f16f85f2,kidzooona GO Buôn Ma Thuột,0356200439,"Lô 2S22-B, TTTM Go! Buôn Ma Thuột, Góc đường Nguyễn Thị Định và đường Vành đai Phía Tây, Phường Thành Nhất, Tỉnh Đắk Lắk, Việt Nam",https://ketoananpha.vn/uploads/images/post/36-moi/Phan-biet-giay-phep-kinh-doanh-va-giay-chung-nhan-dang-ky-doanh-nghiep-03.jpg,2026-08-26 16:27:27+00,Dang hoat dong,//cdn.lifelink.vn/img/c280x280/ADD-Kidzooona-3_06072026160832.jpg?sign=KF5EVS8-miOznWH8E82sYw
3d6780db-e3aa-4cca-9f2e-2aa7beb3f0f4,City Sightseeing,0320103472,Quầy kiosk màu đỏ với logo City Sightseeing: vườn hoa 19/8 (đối diện với khách sạn Hilton đường Lê Thánh Tông),https://ketoananpha.vn/uploads/images/post/36-moi/Phan-biet-giay-phep-kinh-doanh-va-giay-chung-nhan-dang-ky-doanh-nghiep-03.jpg,2026-08-26 16:27:27+00,Dang hoat dong,//cdn.lifelink.vn/img/c280x280/ADD-City-Sightseeing-6_15062026112603.jpg?sign=oOuiS1yRdip5tYp1VLen8A
411cf37f-67d3-40a6-89e5-a6a4102e440b,kidzooona AEON MALL Huế,0375467595,"Lô số T401; T433 và T434, Tầng 4, Aeon Mall Huế, Số 08 Đường Võ Nguyên Giáp, Phường An Cựu, Thành phố Huế, Việt Nam",https://ketoananpha.vn/uploads/images/post/36-moi/Phan-biet-giay-phep-kinh-doanh-va-giay-chung-nhan-dang-ky-doanh-nghiep-03.jpg,2026-08-26 16:27:27+00,Dang hoat dong,//cdn.lifelink.vn/img/c280x280/Kidzooona-22_11052026170919.jpg?sign=5EFpiIPSVTNZrJfC7NEPLQ
4372b404-c218-4eb7-bcb6-c1089a94624b,kidzooona AEON MALL Hải Phòng 3F,0347509241,"Lô T347-348, tầng 3, Aeon Mall Hải Phòng Lê Chân, Đ. Hồ Sen Cầu Rào 2, phường An Biên, thành phố Hải Phòng",https://ketoananpha.vn/uploads/images/post/36-moi/Phan-biet-giay-phep-kinh-doanh-va-giay-chung-nhan-dang-ky-doanh-nghiep-03.jpg,2026-08-24 16:04:29+00,Dang hoat dong,//cdn.lifelink.vn/img/c280x280/ADD-kidzooona-Hai-Phong_14072026172432.jpg?sign=mz1ehr85fB7VefDj-6Kg_w
43e1659b-d0ed-44d2-9613-8349a474a02d,Kid's Box Vincom Royal Island Hải Phòng,0341783539,"Lô L3-16, tầng L3, Tòa nhà Vincom Mega Mall Royal Island thuộc lô CCĐT-01, Khu B1, Khu vui chơi giải trí, nhà ở và công viên sinh thái đảo Vũ Yên, Phường Thủy Nguyên, TP. Hải Phòng, VN",https://ketoananpha.vn/uploads/images/post/36-moi/Phan-biet-giay-phep-kinh-doanh-va-giay-chung-nhan-dang-ky-doanh-nghiep-03.jpg,2026-08-26 16:27:27+00,Dang hoat dong,//cdn.lifelink.vn/img/c280x280/ADD-Kidzooona-2_07072026090658.jpg?sign=iZhpYcVAdS5bVfcpVvHDVg
440cc5c3-dbe3-4d65-b735-10b04b2987c3,kidzooona AEON MALL Long Biên,0398242877,"Lô T334-1, tầng 3, Aeon Mall Long Biên, Số 27 đường Cổ Linh, Phường Long Biên, Thành phố Hà Nội, Việt Nam",https://ketoananpha.vn/uploads/images/post/36-moi/Phan-biet-giay-phep-kinh-doanh-va-giay-chung-nhan-dang-ky-doanh-nghiep-03.jpg,2026-08-24 16:04:29+00,Dang hoat dong,//cdn.lifelink.vn/img/c280x280/ADD-Kidzooona-7_06072026163043.jpg?sign=Rx5hKRvQQyz0jnQDCylKwA
45477d5c-d229-4703-81f2-0127045999dd,Du thuyền nhà hàng Benthanh Princess,0363160188,"Địa điểm sử dụng: Cảng Hành khách Tàu biển – Cảng Sài Gòn, số 5 Nguyễn Tất Thành, phường Xóm Chiếu , TP.HCM",https://ketoananpha.vn/uploads/images/post/36-moi/Phan-biet-giay-phep-kinh-doanh-va-giay-chung-nhan-dang-ky-doanh-nghiep-03.jpg,2026-08-26 16:21:40+00,Dang hoat dong,//cdn.lifelink.vn/img/c280x280/ADD-Benthanh-Princess-3_10062026163746.jpg?sign=4rYQYT8t3T0HidSLVifNfA
475e9e4c-4c83-4ef4-9d71-858b2b04dc19,kidzooona Sense City GigaMall,0386215452,"L2-04, Tầng 3,TTTM Giga Mall, 240 - 242 Phạm Văn Đồng, Phường Hiệp Bình, TP.HCM",https://ketoananpha.vn/uploads/images/post/36-moi/Phan-biet-giay-phep-kinh-doanh-va-giay-chung-nhan-dang-ky-doanh-nghiep-03.jpg,2026-08-26 16:27:27+00,Dang hoat dong,//cdn.lifelink.vn/img/c280x280/ADD-Kizooona-9_06072026141545.jpg?sign=0gXuOt5e55f7gqWwPa7tLQ
4bde472f-46d1-4d4a-a3a2-bd1811e00bac,kidzooona Vincom Royal Hà Nội,0337518204,"Lô số B2-R5-27, TTTM Vincom Mega Mall Royal City, 72A Đ. Nguyễn Trãi, Phường Thanh Xuân, Hà Nội",https://ketoananpha.vn/uploads/images/post/36-moi/Phan-biet-giay-phep-kinh-doanh-va-giay-chung-nhan-dang-ky-doanh-nghiep-03.jpg,2026-08-26 16:27:27+00,Dang hoat dong,//cdn.lifelink.vn/img/c280x280/ADD-kizooona-Ha-Noi_01072026112111.jpg?sign=g11oea8IaOkiV4p4-Ak-mQ
52e761b7-5bf4-4538-b8d4-aae58d15d545,Tổ Hợp Khu Vui Chơi KidZania Lotte Mall Tây Hồ,0360652277,"Tầng 5, Trung tâm thương mại Lotte Mall Hà Nội, số 272 đường Võ Chí Công, phường Tây Hồ, thành phố Hà Nội, Việt Nam",https://ketoananpha.vn/uploads/images/post/36-moi/Phan-biet-giay-phep-kinh-doanh-va-giay-chung-nhan-dang-ky-doanh-nghiep-03.jpg,2026-08-26 16:27:27+00,Dang hoat dong,//cdn.lifelink.vn/img/c280x280/KidZania-Ha-Noi-2_15062026110522.jpg?sign=Zv8tU4TbFXPRPHgBILxfsg
56421ca4-8d1a-4538-9b40-26b52c10e6ad,Bảo tàng Làng Chài Xưa,0345995344,"360 Nguyễn Thông, Phú Hài, Phan Thiết, Lâm Đồng",https://ketoananpha.vn/uploads/images/post/36-moi/Phan-biet-giay-phep-kinh-doanh-va-giay-chung-nhan-dang-ky-doanh-nghiep-03.jpg,2026-08-26 16:27:27+00,Dang hoat dong,//cdn.lifelink.vn/img/c280x280/ADD-Bao-tang-nuoc-mam-Lang-Chai-Xua_26052026160455.jpg?sign=rjUxMgh4aGGDZOBqqrqc9w
57300452-7745-419b-90f4-9e8d2a07bc3f,Sân bay Quốc tế Cam Ranh CIAS,0323469876,Địa điểm sử dụng: Phòng chờ The Champ Lounge - Tầng 2 -  Ga quốc nội cảng HKQT Cam Ranh (gần cửa số 6),https://ketoananpha.vn/uploads/images/post/36-moi/Phan-biet-giay-phep-kinh-doanh-va-giay-chung-nhan-dang-ky-doanh-nghiep-03.jpg,2026-08-24 16:10:24+00,Dang hoat dong,//cdn.lifelink.vn/img/c280x280/the-champ-lounge_13052026112143.jpg?sign=f3355DouEEZWGXgYgLed8w
574edd70-5aeb-4afd-9791-8d80828e1550,kidzooona Sense City Cần Thơ,0399883105,"L2-11, Lầu 2; L3-03 và L3-05, Lầu 3, TTTM Sense City Cần Thơ, số 01 Đại Lộ Hòa Bình, Phường Ninh Kiều, Thành phố Cần Thơ, Việt Nam",https://ketoananpha.vn/uploads/images/post/36-moi/Phan-biet-giay-phep-kinh-doanh-va-giay-chung-nhan-dang-ky-doanh-nghiep-03.jpg,2026-08-26 16:27:27+00,Dang hoat dong,//cdn.lifelink.vn/img/c280x280/ADD-Kizooona-11_06072026140348.jpg?sign=LSDL8I1XLAPKDEuCHYD4aw
5936b685-2078-4e39-b00b-cc7eb8549454,Nhà hàng Chay Tầm Vị,0331827552,"50B Phố Châu Long, Phường Ba Đình, Hà Nội",https://ketoananpha.vn/uploads/images/post/36-moi/Phan-biet-giay-phep-kinh-doanh-va-giay-chung-nhan-dang-ky-doanh-nghiep-03.jpg,2026-08-26 16:21:40+00,Dang hoat dong,//cdn.lifelink.vn/img/c280x280/ADD-Chay-Tam-Vi_12082026142301.jpg?sign=5x9dQFK6ItK4PE_RVVSr9g
5b61f219-490e-4265-b3d1-1ba7728af1ea,Tiny kidzooona AEON MALL Long Biên,0377741378,"Lô 3F-1, tầng 3, Aeon Mall Long Biên, Số 27 đường Cổ Linh, Phường Long Biên, Thành phố Hà Nội, Việt Nam",https://ketoananpha.vn/uploads/images/post/36-moi/Phan-biet-giay-phep-kinh-doanh-va-giay-chung-nhan-dang-ky-doanh-nghiep-03.jpg,2026-08-24 16:04:29+00,Dang hoat dong,//cdn.lifelink.vn/img/c280x280/ADD-Kidzooona-1_06072026165845.jpg?sign=i7-Ey0BBpih6FtzHeLkWvg
5c729ab1-749a-46f4-ac2b-b56ab6d53565,Lotteria,0347426586,"250B Lý Chính Thắng, P. 9, Quận 3, Hồ Chí Minh",https://ketoananpha.vn/uploads/images/post/36-moi/Phan-biet-giay-phep-kinh-doanh-va-giay-chung-nhan-dang-ky-doanh-nghiep-03.jpg,2026-08-26 16:21:40+00,Dang hoat dong,//cdn.lifelink.vn/img/c280x280/ADD-Lotteria-Voucher-L-Chicken-Burger_11062026154507.jpg?sign=WUD7Hoo5H9oMiMQQMxE2ig
5f149f7c-2bc3-4730-bcdd-2eb755ee6513,DuYen Cruise,0381950186,"Nhà chờ G55, cảng số 2, Cảng tàu Quốc tế Tuần Châu - Quảng Ninh",https://ketoananpha.vn/uploads/images/post/36-moi/Phan-biet-giay-phep-kinh-doanh-va-giay-chung-nhan-dang-ky-doanh-nghiep-03.jpg,2026-08-24 16:10:24+00,Dang hoat dong,//cdn.lifelink.vn/img/c280x280/Lily-Cruise_27052026143448.jpg?sign=K5f9MTd7cSVawfScSz5Iaw
639f4245-d8ad-4e85-9e70-b2c619fc340e,Saga Kids Playground,0333725037,"Tầng B1, Tòa Capital Place, 29 Liễu Giai, Ba Đình, Hanoi, Vietnam",https://ketoananpha.vn/uploads/images/post/36-moi/Phan-biet-giay-phep-kinh-doanh-va-giay-chung-nhan-dang-ky-doanh-nghiep-03.jpg,2026-08-26 16:27:27+00,Dang hoat dong,//cdn.lifelink.vn/img/c280x280/2_12052026114248.jpg?sign=Wf7zUfkQ-HXt4NXrZ_MYbA
6924b9d8-d647-48dc-b64b-fa3bb3ce73f1,kidzooona LOTTE MART Quận 7,0378055248,"2F-01, Tầng 2, LOTTE MART Quận 7 (SGN), 469 Nguyễn Hữu Thọ, Phường Tân Hưng, TP. HCM",https://ketoananpha.vn/uploads/images/post/36-moi/Phan-biet-giay-phep-kinh-doanh-va-giay-chung-nhan-dang-ky-doanh-nghiep-03.jpg,2026-08-26 16:27:27+00,Dang hoat dong,//cdn.lifelink.vn/img/c280x280/ADD-Kizooona-7_06072026150534.jpg?sign=d6zn0tTcGQPd0UkHYj_WRw
6ad5c5e2-2b9a-4061-af7f-2f963a0f0af6,I.CAN INTERNATIONAL,0342237412,"Số 10 ngõ 102 Trần Phú,Hà Đông, Hà Nội",https://ketoananpha.vn/uploads/images/post/36-moi/Phan-biet-giay-phep-kinh-doanh-va-giay-chung-nhan-dang-ky-doanh-nghiep-03.jpg,2026-08-26 16:21:40+00,Dang hoat dong,//cdn.lifelink.vn/img/c280x280/ADD-Trang-Binh-An_21082026103954.jpg?sign=tPZbZy5LIFs6OXjbrWkciQ
6b5381a9-d1cd-4314-b723-3c36501caa83,Kid's Box AEON Tân An,0386773912,"Lô T212, Tầng 2, TTTM Aeon Tân An, Số 84 tuyến tránh Quốc lộ 1, KP Bình Cư 3 Phường Long An, Tỉnh Tây Ninh, Việt Nam",https://ketoananpha.vn/uploads/images/post/36-moi/Phan-biet-giay-phep-kinh-doanh-va-giay-chung-nhan-dang-ky-doanh-nghiep-03.jpg,2026-08-26 16:27:27+00,Dang hoat dong,//cdn.lifelink.vn/img/c280x280/ADD-Kizooona-1_06072026100209.jpg?sign=gwJ2aZDfltyqn_Pj9_PhgA
754a0d9a-76dc-44da-b228-811892f99e6d,Kid's Box LOTTE MART Vinh,0328339681,"Lô 3F-11, TTTM Lotte Mart, Đại lộ V.I.Lenin, Khối Yên Sơn, Phường Vinh Phú, Tỉnh Nghệ An, Việt Nam",https://ketoananpha.vn/uploads/images/post/36-moi/Phan-biet-giay-phep-kinh-doanh-va-giay-chung-nhan-dang-ky-doanh-nghiep-03.jpg,2026-08-26 16:27:27+00,Dang hoat dong,//cdn.lifelink.vn/img/c280x280/ADD-Kidzooona-4_06072026172549.jpg?sign=Pw9eUnLolHcg4VF7QbsdkA
7a296d86-e092-4453-b4bd-725b169aee4d,kidzooona AEON MALL Hải Phòng 2F,0392496460,"Lô T264, tầng 2, Aeon Mall Hải Phòng Lê Chân, Đ. Hồ Sen Cầu Rào 2, phường An Biên, thành phố Hải Phòng.",https://ketoananpha.vn/uploads/images/post/36-moi/Phan-biet-giay-phep-kinh-doanh-va-giay-chung-nhan-dang-ky-doanh-nghiep-03.jpg,2026-08-24 16:04:29+00,Dang hoat dong,//cdn.lifelink.vn/img/c280x280/ADD-Kidzooona-3_07072026090605.jpg?sign=T1impM_63xbzuvOFOJDPmQ
