ten_voucher,mo_ta,gia_goc,gia_tri_giam,dieu_kien_ap_dung,so_luong_phat_hanh,tg_bat_dau_ban,tg_ket_thuc_ban,trang_thai,chinh_sach_hoan_huy,hinh_anh_url,so_luong_da_ban,ma_danh_muc
Sơn Tiên Amazing World - Combo 1 Công Viên chuyên đề - Vé người lớn,"Combo vé vui chơi dành cho người lớn tại Sơn Tiên Amazing World, trải nghiệm trọn vẹn 6 trò chơi đặc sắc.
Thử thách và phấn khích với các trò chơi hấp dẫn: Xe lửa, VR Game thực tế ảo, Xe tăng, Lâu Đài Tuyết, 18 Tầng Địa Ngục, Thuyền điện.
Vé phù hợp cho nhóm bạn, cặp đôi và cả gia đình có nhu cầu tận hưởng cảm giác mới lạ, đa dạng cảm xúc.
Khám phá không gian giải trí đa chủ đề, quy mô lớn cùng hàng loạt công trình đạt kỷ lục Việt Nam.
Đảm bảo an toàn và chất lượng dịch vụ, nhân viên hỗ trợ nhiệt tình trong suốt quá trình vui chơi.
Ưu đãi combo tiết kiệm, giúp khách hàng tận hưởng trọn vẹn mà vẫn tối ưu chi phí giải trí cuối tuần.
Chỉ cần 1 voucher, tham gia tất cả các trò được liệt kê, mỗi trò chơi trải nghiệm một lần duy nhất.
Đặt vé nhanh chóng, xác nhận tiện lợi qua LifeLink, an tâm săn deal hot - số lượng giới hạn!",370000,342000,"Voucher áp dụng cho Combo 1 Công Viên chuyên đề - Dành cho người lớn tại Sơn Tiên Amazing World
Dịch vụ Bao gồm:
Vé Xe lửa
VR Game (thực tế ảo)
Xe tăng
Lâu Đài Tuyết
18 Tầng địa ngục
Thuyền điện
Khách hàng áp dụng:
Người lớn có chiều cao từ 1m4 trở lên
Số lượng E-voucher áp dụng:
01 code/01 vé/01 khách
Mỗi khách hàng được mua nhiều E-Voucher/E-Coupon
Phạm vi sử dụng:
Ngày áp dụng: Áp dụng tất cả các ngày trong tuần, bao gồm cả Lễ Tết
Thời gian sử dụng: 09:00 - 17:00
Lưu ý:
Vui lòng liên hệ đăng ký dịch vụ trước 02 ngày (không tính Thứ 7 và Chủ Nhật) để được sử dụng voucher. LifeLink và quầy soát vé có thể không hỗ trợ nếu chưa đăng ký trước.
Mỗi trò chơi chỉ được tham gia một lần.
Thông tin liên hệ:
Địa chỉ: The Amazing Bay - Vịnh Kỳ Diệu, Quốc Lộ 51, Khu Phố 4, Phường An Hoà, Biên Hoà, Đồng Nai
Hotline: 1900 2065
Điều kiện khác:
E-Voucher/E-Coupon không có giá trị quy đổi thành tiền mặt, không trả lại tiền thừa.
Không áp dụng đồng thời với chương trình khuyến mại khác
Voucher không áp dụng hoàn, hủy.",100,2026-08-23 00:00:00,2026-11-21 00:00:00,Dang ban,Không quy đổi thành tiền mặt. Hỗ trợ hoàn tiền nếu hủy trước 24h.,//cdn.lifelink.vn/img/c280x280/ADD-Son-Tien-Amazing-World-1_09062026144856.jpg?sign=KXMpwFKKFJp_Tr1JHAE3sw,0,40000000-0000-0000-0000-000000000003
AdventureS - Vé khu trải nghiệm tại TTTM Hanoi Centre - Áp dụng Thứ 2 đến Thứ 5,"Khám phá không gian vui chơi giải trí tiên phong theo mô hình “Active Entertainment” tại AdventureS, mang đến trải nghiệm đầy mới lạ, năng động và ý nghĩa.
Phù hợp cho nhóm bạn, gia đình, trẻ em, học sinh hoặc các tổ chức muốn gắn kết tập thể qua hoạt động thử thách tương tác.
Xây dựng bản lĩnh, sự tự tin, lòng dũng cảm với chuỗi hoạt động rèn luyện bản thân, phá vỡ giới hạn và chinh phục thử thách thực tế.
Thúc đẩy kỹ năng giải quyết vấn đề, làm việc nhóm và tinh thần đồng đội, giúp mỗi người khám phá tiềm năng riêng qua trải nghiệm thực tiễn.
Tăng cường sức khỏe thể chất, giải tỏa căng thẳng hiệu quả bằng các hoạt động vận động, giúp cân bằng năng lượng cho cả người lớn và trẻ nhỏ.
Môi trường an toàn, hiện đại, dịch vụ chuyên nghiệp hỗ trợ trong suốt quá trình vui chơi và phát triển cá nhân tại AdventureS.
Giá vé ưu đãi đặc biệt khi đặt qua LifeLink, dễ dàng lên lịch, linh hoạt chọn ngày phù hợp cho mọi nhu cầu giải trí.
Đặt vé vui chơi trên LifeLink để tận hưởng trải nghiệm đáng nhớ cùng ưu đãi hấp dẫn dành riêng cho bạn ngay hôm nay!",280000,258000,"Khách hàng áp dụng:
Trẻ em có chiều cao trên 75cm và dưới 15 tuổi.
Miễn phí cho trẻ dưới 75cm.
Trẻ từ 75cm - 90cm được giảm 50% giá vé.
Miễn phí cho 1 người lớn đi cùng.
Số lượng E-voucher áp dụng:
Một khách hàng được mua nhiều phiếu.
Mỗi voucher sử dụng cho 01 khách hàng/01 lần.
Không giới hạn số voucher trên một hóa đơn.
Phạm vi sử dụng:
Giờ áp dụng: 9h30 - 21h30
Ngày áp dụng: Thứ 2 - Thứ 5. Không áp dụng lễ tết.
Số lần sử dụng dịch vụ: 1 lần.
Thời gian 1 lần sử dụng dịch vụ: Chơi giới hạn 2h15p, giá vé chưa bao gồm đồ uống và phần ăn tại AdventureS.
Lưu ý:
Tem dán cẩn thận để được ra/vào nhiều lần trong ngày.
Voucher không bao gồm vớ/tất. Cả bé và phụ huynh bắt buộc mang vớ/tất. Vui lòng chuẩn bị hoặc mua tại quầy trước khi vào khu vui chơi.
Vui lòng không mang đồ ăn uống từ bên ngoài vào (trừ sữa công thức và thuốc kê đơn) để đảm bảo môi trường vui chơi an toàn, thoải mái cho trẻ.
Phụ thu:
Nếu phát sinh thêm phụ huynh đi kèm (ngoài 1 người miễn phí): Phụ thu 30.000vnđ/phụ huynh.
Thông tin liên hệ:
Địa chỉ: AdventureS, Tầng L3, Toà Nam, TTTM Hanoi Centre, 175 Nguyễn Thái Học, P. Ô Chợ Dừa, Hà Nội.
Điều kiện khác:
E-Voucher/E-Coupon không có giá trị quy đổi thành tiền mặt, không trả lại tiền thừa.
Không áp dụng đồng thời với chương trình khuyến mại khác.
Giá bán đã bao gồm VAT.",100,2026-08-23 00:00:00,2026-11-21 00:00:00,Dang ban,Không quy đổi thành tiền mặt. Hỗ trợ hoàn tiền nếu hủy trước 24h.,//cdn.lifelink.vn/img/c280x280/AdventureS_09062026095901.jpg?sign=gUjFzdor5WDDmpdBPcWcVw,0,40000000-0000-0000-0000-000000000003
Vé tham quan Bảo tàng nước mắm Làng Chài Xưa - Mũi Né,"Khám phá không gian bảo tàng nước mắm truyền thống lớn nhất Phan Thiết với diện tích hơn 2.000m², tái hiện lịch sử làng nghề trăm năm.
Hành trình trở về nguồn cội: trải nghiệm văn hóa, lịch sử đậm đà bản sắc Việt Nam theo từng chủ đề hấp dẫn qua 14 không gian đặc sắc.
Phù hợp cho gia đình, nhóm bạn, trẻ em, cặp đôi muốn tìm hiểu về ẩm thực và văn hóa truyền thống Việt Nam.
Thưởng thức các màn trình diễn nghệ thuật, nghe kể chuyện về nghề làm nước mắm và cuộc sống làng chài xưa.
Check-in sống động tại các không gian Chăm Pa cổ, làng chài cách đây 300 năm và phố cổ Phan Thiết độc đáo.
Cơ hội trải nghiệm thực tế thử tài gánh muối, làm dân chài, tham gia các hoạt động tương tác chân thực.
Vé vào cổng linh hoạt, tiết kiệm chi phí với nhiều trải nghiệm văn hóa hấp dẫn không thể bỏ lỡ.
Đặt vé vui chơi qua Lifelink nhận ưu đãi riêng cùng dịch vụ hỗ trợ tận tình, xác nhận nhanh chóng.",110000,90000,"Khách hàng áp dụng:
Tất cả khách hàng
Số lượng E-voucher áp dụng:
Mỗi khách hàng được mua nhiều phiếu
Sử dụng 01 phiếu/01 khách
Phạm vi sử dụng:
Ngày áp dụng: Tất cả các ngày
Giờ áp dụng: 8h - 18h
Lưu ý:
Voucher ưu đãi chỉ hiệu lực sử dụng khi Quý khách Đăng ký Ngày tham quan qua Hotline.
Điều kiện khác:
E-Voucher/E-Coupon không có giá trị quy đổi thành tiền mặt, không trả lại tiền thừa.
Không áp dụng đồng thời với chương trình khuyến mại khác
Giá đã bao gồm VAT",100,2026-08-23 00:00:00,2026-11-21 00:00:00,Dang ban,Không quy đổi thành tiền mặt. Hỗ trợ hoàn tiền nếu hủy trước 24h.,//cdn.lifelink.vn/img/c280x280/ADD-Bao-tang-nuoc-mam-Lang-Chai-Xua_26052026160455.jpg?sign=rjUxMgh4aGGDZOBqqrqc9w,0,40000000-0000-0000-0000-000000000003
Cinesphere - Vé trải nghiệm công nghệ 360 Double Flight VR dành cho 02 khách,"Đến với công nghệ 360 Double Flight VR quý khách sẽ được đắm chìm trong không gian nghệ thuật đã giác quan với phim 8D
Hệ thống mô phỏng tàu lượn siêu tốc 360 độ đưa người xem xuyên không gian từ vũ trụ bao la đến thành phố tương lai chỉ bằng một cú chạm
Với vé trải nghiệm 360 double flight VR người chơi sẽ được ngồi trên ghế chuyển động đa chiều, kết hợp với kính VR:
Cảm nhận tăng tốc, rơi tự do, xoay vòng 360°, hiệu ứng rung lắc, nghiêng, lật cực kỳ sống động, hình ảnh sắc nét, đồng bộ hoàn hảo với chuyển động thực tế
Người chơi có thể tự chọn nội dung trải nghiệm: tàu lượn, phiêu lưu, kinh dị, khám phá…
Chơi được 1 hoặc 2 người cùng lúc
Trải nghiệm nhanh, mạnh, phù hợp giải trí tức thì",160000,140000,"Voucher áp dụng cho Vé trải nghiệm công nghệ 360 Double Flight VR dành cho 02 khách
Khách hàng áp dụng: Áp dụng cho khách từ 8 tuổi trở lên hoặc chiều cao trên 1m3
Ngày áp dụng: Tất cả các ngày trong tuần, ko bao gồm Lễ Tết, bù Lễ (theo quy định Nhà Nước)
Giờ áp dụng: 10:00 - 22:00
Lưu ý: Dưới 8 tuổi hoặc dưới 1m3, cân nặng quá 90kg không phù hợp trải nghiệm
Lễ Tết phụ thu: 5%
Số lượng E-Voucher áp dụng: 01 voucher/ 01 khách
Áp dụng nhiều voucher/1 hóa đơn
Thông tin liên hệ đặt dịch vụ:
Hotline hỗ trợ: 1900 2065
Hotline phòng vé: 0366 431 179
Tầng 4 Vạn Hạnh Mall, 11 Sư Vạn Hạnh, Phường Hòa Hưng, TP. Hồ Chí Minh
Điều kiện khác
Một khách hàng được mua nhiều E-Voucher/E-Coupon
E-Voucher/E-Coupon không có giá trị quy đổi thành tiền mặt, không trả lại tiền thừa.
Không áp dụng đồng thời với chương trình khuyến mại khác",100,2026-08-23 00:00:00,2026-11-21 00:00:00,Dang ban,Không quy đổi thành tiền mặt. Hỗ trợ hoàn tiền nếu hủy trước 24h.,//cdn.lifelink.vn/img/c280x280/Cinesphere-Vạn-Hạnh-Mall--1-_08052026103440.jpg?sign=3f4Ra9W23toxXMzKUo-2Ew,0,40000000-0000-0000-0000-000000000003
Cinesphere - Vé trải nghiệm công nghệ 360 Double Flight VR dành cho 01 khách,"Đến với công nghệ 360 Double Flight VR quý khách sẽ được đắm chìm trong không gian nghệ thuật đã giác quan với phim 8D
Hệ thống mô phỏng tàu lượn siêu tốc 360 độ đưa người xem xuyên không gian từ vũ trụ bao la đến thành phố tương lai chỉ bằng một cú chạm
Với vé trải nghiệm 360 double flight VR người chơi sẽ được ngồi trên ghế chuyển động đa chiều, kết hợp với kính VR:
Cảm nhận tăng tốc, rơi tự do, xoay vòng 360°, hiệu ứng rung lắc, nghiêng, lật cực kỳ sống động, hình ảnh sắc nét, đồng bộ hoàn hảo với chuyển động thực tế
Người chơi có thể tự chọn nội dung trải nghiệm: tàu lượn, phiêu lưu, kinh dị, khám phá…
Chơi được 1 hoặc 2 người cùng lúc
Trải nghiệm nhanh, mạnh, phù hợp giải trí tức thì",100000,89000,"Voucher áp dụng cho 1 Vé trải nghiệm công nghệ 360 Double Flight VR
Khách hàng áp dụng: Áp dụng cho khách từ 8 tuổi trở lên hoặc chiều cao trên 1m3
Ngày áp dụng: Tất cả các ngày trong tuần, ko bao gồm Lễ Tết, bù Lễ (theo quy định Nhà Nước)
Giờ áp dụng: 10:00 - 22:00
Lưu ý: Dưới 8 tuổi hoặc dưới 1m3, cân nặng quá 90kg không phù hợp trải nghiệm
Lễ Tết phụ thu: 5%
Số lượng E-Voucher áp dụng: 01 voucher/ 01 khách
Áp dụng nhiều voucher/1 hóa đơn
Thông tin liên hệ đặt dịch vụ:
Hotline hỗ trợ: 1900 2065
Hotline phòng vé: 0366 431 179
Tầng 4 Vạn Hạnh Mall, 11 Sư Vạn Hạnh, Phường Hòa Hưng, TP. Hồ Chí Minh
Điều kiện khác
Một khách hàng được mua nhiều E-Voucher/E-Coupon
E-Voucher/E-Coupon không có giá trị quy đổi thành tiền mặt, không trả lại tiền thừa.
Không áp dụng đồng thời với chương trình khuyến mại khác",100,2026-08-23 00:00:00,2026-11-21 00:00:00,Dang ban,Không quy đổi thành tiền mặt. Hỗ trợ hoàn tiền nếu hủy trước 24h.,//cdn.lifelink.vn/img/c280x280/Cinesphere-Vạn-Hạnh-Mall_08052026103742.jpg?sign=V-xcRZYJosiLFhT8PE3Lqw,0,40000000-0000-0000-0000-000000000003
Cinesphere - Vé trải nghiệm tiêu chuẩn combo 2 phim 8k công nghệ cao dành cho couple,"Đắm chìm trong không gian phòng chiếu LED công nghệ cao đẳng cấp tại Cinesphere Vạn Hạnh Mall.
Trải nghiệm combo 2 bộ phim 8K cho couple, tận hưởng hình ảnh siêu thực sống động chưa từng có.
Khám phá nghệ thuật điện ảnh hiện đại kết hợp công nghệ LED 3D – VR – AI nhập vai hoàn toàn.
Không gian đa chiều cho cảm giác như hiện diện bên trong khung cảnh, không cần kính 3D hỗ trợ.
Phù hợp cho cặp đôi, nhóm bạn muốn đổi gió cuối tuần hay nghệ sĩ trẻ yêu thích công nghệ và nghệ thuật mới mẻ.
Studio check-in cực chất, sáng tạo video/ảnh nghệ thuật, bắt trọn mọi khoảnh khắc triệu view trên mạng xã hội.",450000,399000,"Voucher áp dụng cho ""
Vé trải nghiệm tiêu chuẩn combo 2 phim 8k công nghệ cao dành cho couple""
Bao gồm vé trải nghiệm 2 bộ phim được chiếu theo lịch công bố phim tại quầy
Khách hàng áp dụng: Áp dụng tất cả các khách hàng
Ngày áp dụng: Tất cả các ngày trong tuần, ko bao gồm Lễ Tết, bù Lễ (theo quy định Nhà Nước)
Giờ áp dụng: 10:00 - 22:00
Lưu ý: Trẻ em dưới 8 tuổi cần có 1 người lớn đi kèm để đảm bảo trải nghiệm tốt nhất
Lễ Tết phụ thu: 5%
Số lượng E-Voucher áp dụng: 01 voucher/ 01 khách
Áp dụng nhiều voucher/1 hóa đơn
Thông tin liên hệ đặt dịch vụ:
Hotline hỗ trợ: 1900 2065
Hotline phòng vé: 0366 431 179
Tầng 4 Vạn Hạnh Mall, 11 Sư Vạn Hạnh, Phường Hòa Hưng, TP. Hồ Chí Minh
Điều kiện khác
Một khách hàng được mua nhiều E-Voucher/E-Coupon
E-Voucher/E-Coupon không có giá trị quy đổi thành tiền mặt, không trả lại tiền thừa.
Không áp dụng đồng thời với chương trình khuyến mại khác",100,2026-08-23 00:00:00,2026-11-21 00:00:00,Dang ban,Không quy đổi thành tiền mặt. Hỗ trợ hoàn tiền nếu hủy trước 24h.,//cdn.lifelink.vn/img/c280x280/Cinesphere-Vạn-Hạnh-Mall--2-_08052026103738.jpg?sign=NXfdzikbM4CZo_09OGRJxQ,0,40000000-0000-0000-0000-000000000003
Cinesphere - Phòng chiếu phim 8K - Combo 2 Vé trải nghiệm tiêu chuẩn 2 phim 8k công nghệ cao,"Thưởng thức hai bộ phim 8K công nghệ cao tại Cinesphere Vạn Hạnh Mall, trải nghiệm không gian nghệ thuật đa chiều sống động và độc đáo.
Công nghệ led 3D – VR – AI tiên tiến tạo nên phòng chiếu nhập vai hoàn toàn, giúp người xem hòa mình chân thực mà không cần kính.
Màn hình đa diện cùng hiệu ứng ánh sáng vượt trội tái hiện không gian vũ trụ bao la, thành phố tương lai, tạo cảm giác “xuyên không” cực ấn tượng.
Phù hợp cho mọi đối tượng: gia đình, nhóm bạn, các bạn trẻ đam mê nghệ thuật, công nghệ và các tín đồ “săn” trải nghiệm độc đáo.
Là thánh địa """"check-in"""" với góc nghệ thuật đầy cảm hứng, lý tưởng để sáng tạo ảnh, clip triệu view cho mạng xã hội.
Đem đến trải nghiệm giải trí nhập vai đa giác quan, nâng cao nhận thức, khơi gợi niềm đam mê công nghệ cho cộng đồng trẻ.",250000,220000,"Voucher áp dụng cho 1 Vé trải nghiệm tiêu chuẩn combo 2 phim 8k công nghệ cao tại Cinesphere - Phòng chiếu phim 8K
Bao gồm vé trải nghiệm 2 bộ phim được chiếu theo lịch công bố phim tại quầy
Khách hàng áp dụng: Áp dụng tất cả các khách hàng
Ngày áp dụng: Tất cả các ngày trong tuần, ko bao gồm Lễ Tết, bù Lễ (theo quy định Nhà Nước)
Giờ áp dụng: 10:00 - 22:00
Lưu ý: Trẻ em dưới 8 tuổi cần có 1 người lớn đi kèm để đảm bảo trải nghiệm tốt nhất
Lễ Tết phụ thu: 5%
Số lượng E-Voucher áp dụng: 01 voucher/ 01 khách
Áp dụng nhiều voucher/1 hóa đơn
Thông tin liên hệ đặt dịch vụ:
Hotline hỗ trợ: 1900 2065
Hotline phòng vé: 0366 431 179
Tầng 4 Vạn Hạnh Mall, 11 Sư Vạn Hạnh, Phường Hòa Hưng, TP. Hồ Chí Minh
Điều kiện khác
Một khách hàng được mua nhiều E-Voucher/E-Coupon
E-Voucher/E-Coupon không có giá trị quy đổi thành tiền mặt, không trả lại tiền thừa.
Không áp dụng đồng thời với chương trình khuyến mại khác",100,2026-08-23 00:00:00,2026-11-21 00:00:00,Dang ban,Không quy đổi thành tiền mặt. Hỗ trợ hoàn tiền nếu hủy trước 24h.,//cdn.lifelink.vn/img/c280x280/Cinesphere-Vạn-Hạnh-Mall--3-_08052026103739.jpg?sign=-ElmbeB4IuQpBeWNuncv9A,0,40000000-0000-0000-0000-000000000003
Đài Quan Sát Lotte Hà Nội Sky - Combo Đồ uống và Quà lưu niệm cho Người lớn,"Khám phá Đài Quan Sát Lotte Hà Nội Sky tầng 65, địa điểm ngắm cảnh 360° tuyệt đẹp toàn thành phố Hà Nội.
Thích hợp cho gia đình, nhóm bạn, cặp đôi mong muốn tận hưởng khoảnh khắc đặc biệt trên độ cao ấn tượng thứ ba tại Việt Nam.
Sở hữu sàn kính Sky Walk độc đáo, tạo cảm xúc mạnh mẽ khi bạn dạo bước giữa không trung.
Trang bị kính viễn vọng, giúp ngắm từng góc phố Hà Nội và thu trọn mọi khoảnh khắc sôi động bên dưới.
Không gian hiện đại, dịch vụ hỗ trợ chu đáo với quầy đồ uống và khu vực chụp hình lung linh, lý tưởng để check-in sống ảo.
Trải nghiệm an toàn và hoàn toàn mới lạ, phù hợp với mọi độ tuổi, từ trẻ nhỏ tới người lớn, nhóm bạn hay các cặp đôi yêu thích khám phá.
Tiết kiệm chi phí, chủ động thời gian tham quan khi đặt vé Đài Quan Sát Lotte Hà Nội Sky qua LifeLink.
Đặt vé ngay trên LifeLink để hưởng nhiều chương trình ưu đãi hấp dẫn, xác nhận nhanh chóng, tiện lợi cho mọi lịch trình vui chơi.",380000,340000,"Khách hàng áp dụng:
Dành cho khách hàng trên 12 tuổi
Số lượng E-voucher áp dụng:
01 voucher/01 người/01 lần sử dụng.
Mỗi khách hàng được mua nhiều E-Voucher/E-Coupon.
Phạm vi sử dụng:
Áp dụng vào các ngày trong tuần, bao gồm cả ngày Lễ.
Thời gian mua vé combo: 9:30 - 22:30 hàng ngày.
Đổi vé tại quầy B1 đài quan sát LOTTE Hanoi Sky trước 22:30 mỗi ngày.
Lưu ý:
Vé không bao gồm thuê trang phục, in ảnh, đồ uống SKYL, chụp ảnh Life4cuts, quà lưu niệm, Đấu trường Mission X
Khi đổi vé online sang vé cứng, vé cứng phải được sử dụng cùng ngày.
Đổi vé cứng tại quầy vé trước 22:30 mỗi ngày.
Giá vé thay đổi theo ngày thường, cuối tuần và ngày lễ.
Phụ thu:
Không phụ thu.
Thông tin liên hệ:
Hotline: 024 33336565
Điều kiện khác:
E-Voucher/E-Coupon không có giá trị quy đổi thành tiền mặt, không trả lại tiền thừa.
Không áp dụng đồng thời với chương trình khuyến mại khác.",100,2026-08-23 00:00:00,2026-11-21 00:00:00,Dang ban,Không quy đổi thành tiền mặt. Hỗ trợ hoàn tiền nếu hủy trước 24h.,//cdn.lifelink.vn/img/c280x280/15_08052026150856.jpg?sign=4RVPFCW6DjA_11DfxJ-ypQ,0,40000000-0000-0000-0000-000000000003
Đài Quan Sát Lotte Hà Nội Sky - Combo Đồ uống và Quà lưu niệm cho Trẻ em,"Ngắm trọn vẹn toàn cảnh Hà Nội 360 độ từ tầng 65 Lotte Center, trải nghiệm không gian khác biệt khó quên.
Địa điểm lý tưởng cho gia đình, nhóm bạn, cặp đôi cùng lưu giữ khoảnh khắc khó quên bên nhau.
Sky Walk với sàn kính độc đáo, thử thách cảm giác mạnh, mang lại trải nghiệm check-in cực chất.
Thưởng thức dịch vụ đồ uống và dịch vụ chụp ảnh chuyên nghiệp ngay tại đài quan sát.
Đài Quan Sát Lotte Hà Nội Sky là địa danh biểu tượng với thiết kế hiện đại, view cực đỉnh giữa lòng thủ đô.
Phù hợp đa dạng đối tượng: trẻ em, người lớn, các tâm hồn yêu nhiếp ảnh, khám phá.
Mua vé dễ dàng, linh hoạt, ưu đãi hấp dẫn khi đặt qua LifeLink, tiết kiệm chi phí tối ưu.
Đặt vé ngay trên LifeLink để nhận e-voucher tiện lợi, sẵn sàng cho chuyến “săn mây” cùng bạn bè và người thân!",320000,270000,"Khách hàng áp dụng:
Dành cho khách hàng từ 3 tuổi đến 12 tuổi.
Số lượng E-voucher áp dụng:
01 voucher/01 người/01 lần sử dụng.
Mỗi khách hàng được mua nhiều E-Voucher/E-Coupon.
Phạm vi sử dụng:
Áp dụng vào các ngày trong tuần, bao gồm cả ngày Lễ.
Thời gian mua vé combo: 9:30 - 22:30 hàng ngày.
Đổi vé tại quầy B1 đài quan sát LOTTE Hanoi Sky trước 22:30 mỗi ngày.
Lưu ý:
Vé không bao gồm thuê trang phục, chụp ảnh Life4cuts, quà lưu niệm, Đấu trường Mission X
Khi đổi vé online sang vé cứng, vé cứng phải được sử dụng cùng ngày.
Đổi vé cứng tại quầy vé trước 22:30 mỗi ngày.
Giá vé thay đổi theo ngày thường, cuối tuần và ngày lễ.
Phụ thu:
Không phụ thu.
Thông tin liên hệ:
Hotline: 024 33336565
Điều kiện khác:
E-Voucher/E-Coupon không có giá trị quy đổi thành tiền mặt, không trả lại tiền thừa.
Không áp dụng đồng thời với chương trình khuyến mại khác.",100,2026-08-23 00:00:00,2026-11-21 00:00:00,Dang ban,Không quy đổi thành tiền mặt. Hỗ trợ hoàn tiền nếu hủy trước 24h.,//cdn.lifelink.vn/img/c280x280/6_08052026150851.jpg?sign=Z-JXirQuc88m8mprM2xT5w,0,40000000-0000-0000-0000-000000000003
Đài Quan Sát Lotte Hà Nội Sky - Combo ảnh và Quà lưu niệm cho Người lớn,"Trải nghiệm ngắm toàn cảnh 360 độ Hà Nội từ vị trí cao thứ 3 Việt Nam, cảm nhận thành phố lung linh từ trên cao.
Điểm check-in “ứng dụng sống ảo” cực hot với sàn kính Sky Walk độc đáo, mang lại cảm giác thú vị, thử thách nhẹ nhàng.
Phù hợp cho gia đình, nhóm bạn trẻ, couple yêu thích khám phá, chụp ảnh và tận hưởng không gian hiện đại.
Sở hữu kính viễn vọng giúp ngắm nhìn Hà Nội rõ nét hơn, tăng trải nghiệm quan sát cả ban ngày và ban đêm.
Khu vực phục vụ đồ uống và dịch vụ chụp hình chuyên nghiệp ngay tại đài quan sát - tiện lợi cho trải nghiệm trọn vẹn.
Không gian rộng rãi, hiện đại, an toàn, đáp ứng nhu cầu giải trí - thư giãn - lưu giữ kỷ niệm ấn tượng cho mọi độ tuổi.
Vé vào cổng linh hoạt, giúp dễ dàng lên kế hoạch vui chơi, tận hưởng khoảnh khắc bên người thân bạn bè.
Đặt vé Đài Quan Sát Lotte Hà Nội Sky trực tuyến qua LifeLink để nhận ưu đãi nhanh, tiết kiệm thời gian xếp hàng.",380000,340000,"Khách hàng áp dụng:
Dành cho khách hàng trên 12 tuổi
Số lượng E-voucher áp dụng:
01 voucher/01 người/01 lần sử dụng.
Mỗi khách hàng được mua nhiều E-Voucher/E-Coupon.
Phạm vi sử dụng:
Áp dụng vào các ngày trong tuần, bao gồm cả ngày Lễ.
Thời gian mua vé combo: 9:30 - 22:30 hàng ngày.
Đổi vé tại quầy B1 đài quan sát LOTTE Hanoi Sky trước 22:30 mỗi ngày.
Lưu ý:
Vé không bao gồm thuê trang phục, chụp ảnh Life4cuts, Trò chơi VR Gliding, đồ uống
Khi đổi vé online sang vé cứng, vé cứng phải được sử dụng cùng ngày.
Đổi vé cứng tại quầy vé trước 22:30 mỗi ngày.
Giá vé thay đổi theo ngày thường, cuối tuần và ngày lễ.
Phụ thu:
Không phụ thu.
Thông tin liên hệ:
Hotline: 024 33336565
Điều kiện khác:
E-Voucher/E-Coupon không có giá trị quy đổi thành tiền mặt, không trả lại tiền thừa.
Không áp dụng đồng thời với chương trình khuyến mại khác.",100,2026-08-23 00:00:00,2026-11-21 00:00:00,Dang ban,Không quy đổi thành tiền mặt. Hỗ trợ hoàn tiền nếu hủy trước 24h.,//cdn.lifelink.vn/img/c280x280/11_08052026150907.jpg?sign=-bJbpWxoXcUzQmAL4acauw,0,40000000-0000-0000-0000-000000000003
