ma_voucher,ma_chi_nhanh
d067eb64-a699-480a-9807-6514d7562b6d,79eeb3ad-8780-40b8-b765-f53b0e3204f6
d067eb64-a699-480a-9807-6514d7562b6d,7dffed14-a029-4fda-a5a3-d8eb2745a563
d067eb64-a699-480a-9807-6514d7562b6d,c9d17667-6620-4b70-a43b-b186485e942d
d067eb64-a699-480a-9807-6514d7562b6d,f3df1194-0d76-4a55-91da-11e63d230c20
d067eb64-a699-480a-9807-6514d7562b6d,1e398a01-7c7d-472a-bb34-becbda7ae48a
d067eb64-a699-480a-9807-6514d7562b6d,f41344f9-25ef-45f5-900e-a045ebb1dbb8
d067eb64-a699-480a-9807-6514d7562b6d,e117a3fa-c3d5-46c8-9b6b-675129c4d1e5
d067eb64-a699-480a-9807-6514d7562b6d,b70bf296-7631-4567-890b-62fe1fd46bb3
d067eb64-a699-480a-9807-6514d7562b6d,e0087a7a-5c0e-4209-93ac-c6ccc81a60b0
d067eb64-a699-480a-9807-6514d7562b6d,b8f58d6f-2f66-4498-9aa8-2cb7f6746efb
d067eb64-a699-480a-9807-6514d7562b6d,4793b094-7e00-41ac-aad7-0ea5181202f1
d067eb64-a699-480a-9807-6514d7562b6d,9b9a04ac-18d1-4074-a28b-712f6dde57cb
d067eb64-a699-480a-9807-6514d7562b6d,0c036c71-0245-4d23-b305-402b4c257d88
d067eb64-a699-480a-9807-6514d7562b6d,8fe848a0-776f-4b22-81e1-325963745bbf
d067eb64-a699-480a-9807-6514d7562b6d,ca4438b9-05a2-4ee7-aaaa-9f19e2df495c
d067eb64-a699-480a-9807-6514d7562b6d,e309444a-d085-4566-b9ff-ccae62aa789f
d067eb64-a699-480a-9807-6514d7562b6d,078be792-4a31-4fd4-81d7-d9369046cc04
1edae5bb-e273-4405-8c29-1d337958e1b4,30b71a5b-729b-4765-8375-8efda10c8c27
1edae5bb-e273-4405-8c29-1d337958e1b4,9b0de876-d8da-48bf-9f69-df76a40cf3a9
1edae5bb-e273-4405-8c29-1d337958e1b4,11d8f5e7-774e-467a-ae3b-74669cce2faf
1edae5bb-e273-4405-8c29-1d337958e1b4,3b43179d-dccc-424f-a971-1987b65e6030
1edae5bb-e273-4405-8c29-1d337958e1b4,9209f780-968e-4f6e-a6bb-265230a567d7
1edae5bb-e273-4405-8c29-1d337958e1b4,1005bde1-0763-4ec8-bec8-60148222f060
1edae5bb-e273-4405-8c29-1d337958e1b4,4dd474fc-2ce9-4410-9aff-49a3cc6d202b
1edae5bb-e273-4405-8c29-1d337958e1b4,20f9b298-b29e-45ab-bc22-10daeb0fff89
1edae5bb-e273-4405-8c29-1d337958e1b4,f0a9490b-1c53-4fa5-837e-02e6f2fb5c5a
1edae5bb-e273-4405-8c29-1d337958e1b4,e4cb2a40-68f1-4acd-a996-b4a3d061b6d8
1edae5bb-e273-4405-8c29-1d337958e1b4,d11304c5-abe0-4eae-b292-a4b93c154a13
1edae5bb-e273-4405-8c29-1d337958e1b4,df96d03a-a296-4881-8238-bf60b47219e6
1edae5bb-e273-4405-8c29-1d337958e1b4,12258ed8-0178-4ac3-b560-b5476141598c
1edae5bb-e273-4405-8c29-1d337958e1b4,dba2fd8b-7535-4122-9343-a5d416cb2f59
1edae5bb-e273-4405-8c29-1d337958e1b4,c5e0d1bc-751e-4eb7-b6fc-563ba280b389
1edae5bb-e273-4405-8c29-1d337958e1b4,d6bc21d3-712b-4196-87da-cb655a98a235
1edae5bb-e273-4405-8c29-1d337958e1b4,79eeb3ad-8780-40b8-b765-f53b0e3204f6
1edae5bb-e273-4405-8c29-1d337958e1b4,7dffed14-a029-4fda-a5a3-d8eb2745a563
1edae5bb-e273-4405-8c29-1d337958e1b4,c9d17667-6620-4b70-a43b-b186485e942d
1edae5bb-e273-4405-8c29-1d337958e1b4,f3df1194-0d76-4a55-91da-11e63d230c20
1edae5bb-e273-4405-8c29-1d337958e1b4,1e398a01-7c7d-472a-bb34-becbda7ae48a
1edae5bb-e273-4405-8c29-1d337958e1b4,f41344f9-25ef-45f5-900e-a045ebb1dbb8
1edae5bb-e273-4405-8c29-1d337958e1b4,e117a3fa-c3d5-46c8-9b6b-675129c4d1e5
1edae5bb-e273-4405-8c29-1d337958e1b4,b70bf296-7631-4567-890b-62fe1fd46bb3
1edae5bb-e273-4405-8c29-1d337958e1b4,e0087a7a-5c0e-4209-93ac-c6ccc81a60b0
1edae5bb-e273-4405-8c29-1d337958e1b4,b8f58d6f-2f66-4498-9aa8-2cb7f6746efb
1edae5bb-e273-4405-8c29-1d337958e1b4,4793b094-7e00-41ac-aad7-0ea5181202f1
1edae5bb-e273-4405-8c29-1d337958e1b4,9b9a04ac-18d1-4074-a28b-712f6dde57cb
1edae5bb-e273-4405-8c29-1d337958e1b4,0c036c71-0245-4d23-b305-402b4c257d88
1edae5bb-e273-4405-8c29-1d337958e1b4,8fe848a0-776f-4b22-81e1-325963745bbf
1edae5bb-e273-4405-8c29-1d337958e1b4,ca4438b9-05a2-4ee7-aaaa-9f19e2df495c
1edae5bb-e273-4405-8c29-1d337958e1b4,e309444a-d085-4566-b9ff-ccae62aa789f
1edae5bb-e273-4405-8c29-1d337958e1b4,078be792-4a31-4fd4-81d7-d9369046cc04
b14af750-e859-4e12-a215-82e12be283ce,30b71a5b-729b-4765-8375-8efda10c8c27
b14af750-e859-4e12-a215-82e12be283ce,9b0de876-d8da-48bf-9f69-df76a40cf3a9
b14af750-e859-4e12-a215-82e12be283ce,11d8f5e7-774e-467a-ae3b-74669cce2faf
b14af750-e859-4e12-a215-82e12be283ce,3b43179d-dccc-424f-a971-1987b65e6030
b14af750-e859-4e12-a215-82e12be283ce,9209f780-968e-4f6e-a6bb-265230a567d7
b14af750-e859-4e12-a215-82e12be283ce,1005bde1-0763-4ec8-bec8-60148222f060
b14af750-e859-4e12-a215-82e12be283ce,4dd474fc-2ce9-4410-9aff-49a3cc6d202b
b14af750-e859-4e12-a215-82e12be283ce,20f9b298-b29e-45ab-bc22-10daeb0fff89
b14af750-e859-4e12-a215-82e12be283ce,f0a9490b-1c53-4fa5-837e-02e6f2fb5c5a
b14af750-e859-4e12-a215-82e12be283ce,e4cb2a40-68f1-4acd-a996-b4a3d061b6d8
b14af750-e859-4e12-a215-82e12be283ce,d11304c5-abe0-4eae-b292-a4b93c154a13
b14af750-e859-4e12-a215-82e12be283ce,df96d03a-a296-4881-8238-bf60b47219e6
b14af750-e859-4e12-a215-82e12be283ce,12258ed8-0178-4ac3-b560-b5476141598c
b14af750-e859-4e12-a215-82e12be283ce,dba2fd8b-7535-4122-9343-a5d416cb2f59
b14af750-e859-4e12-a215-82e12be283ce,c5e0d1bc-751e-4eb7-b6fc-563ba280b389
b14af750-e859-4e12-a215-82e12be283ce,d6bc21d3-712b-4196-87da-cb655a98a235
b14af750-e859-4e12-a215-82e12be283ce,79eeb3ad-8780-40b8-b765-f53b0e3204f6
b14af750-e859-4e12-a215-82e12be283ce,7dffed14-a029-4fda-a5a3-d8eb2745a563
b14af750-e859-4e12-a215-82e12be283ce,c9d17667-6620-4b70-a43b-b186485e942d
b14af750-e859-4e12-a215-82e12be283ce,f3df1194-0d76-4a55-91da-11e63d230c20
b14af750-e859-4e12-a215-82e12be283ce,1e398a01-7c7d-472a-bb34-becbda7ae48a
b14af750-e859-4e12-a215-82e12be283ce,f41344f9-25ef-45f5-900e-a045ebb1dbb8
b14af750-e859-4e12-a215-82e12be283ce,e117a3fa-c3d5-46c8-9b6b-675129c4d1e5
b14af750-e859-4e12-a215-82e12be283ce,b70bf296-7631-4567-890b-62fe1fd46bb3
b14af750-e859-4e12-a215-82e12be283ce,e0087a7a-5c0e-4209-93ac-c6ccc81a60b0
b14af750-e859-4e12-a215-82e12be283ce,b8f58d6f-2f66-4498-9aa8-2cb7f6746efb
b14af750-e859-4e12-a215-82e12be283ce,4793b094-7e00-41ac-aad7-0ea5181202f1
b14af750-e859-4e12-a215-82e12be283ce,9b9a04ac-18d1-4074-a28b-712f6dde57cb
b14af750-e859-4e12-a215-82e12be283ce,0c036c71-0245-4d23-b305-402b4c257d88
b14af750-e859-4e12-a215-82e12be283ce,8fe848a0-776f-4b22-81e1-325963745bbf
b14af750-e859-4e12-a215-82e12be283ce,ca4438b9-05a2-4ee7-aaaa-9f19e2df495c
b14af750-e859-4e12-a215-82e12be283ce,e309444a-d085-4566-b9ff-ccae62aa789f
b14af750-e859-4e12-a215-82e12be283ce,078be792-4a31-4fd4-81d7-d9369046cc04
c8ba50e9-4914-41cb-b621-8743e98afb81,30b71a5b-729b-4765-8375-8efda10c8c27
c8ba50e9-4914-41cb-b621-8743e98afb81,9b0de876-d8da-48bf-9f69-df76a40cf3a9
c8ba50e9-4914-41cb-b621-8743e98afb81,11d8f5e7-774e-467a-ae3b-74669cce2faf
c8ba50e9-4914-41cb-b621-8743e98afb81,3b43179d-dccc-424f-a971-1987b65e6030
c8ba50e9-4914-41cb-b621-8743e98afb81,9209f780-968e-4f6e-a6bb-265230a567d7
c8ba50e9-4914-41cb-b621-8743e98afb81,1005bde1-0763-4ec8-bec8-60148222f060
c8ba50e9-4914-41cb-b621-8743e98afb81,4dd474fc-2ce9-4410-9aff-49a3cc6d202b
c8ba50e9-4914-41cb-b621-8743e98afb81,20f9b298-b29e-45ab-bc22-10daeb0fff89
c8ba50e9-4914-41cb-b621-8743e98afb81,f0a9490b-1c53-4fa5-837e-02e6f2fb5c5a
c8ba50e9-4914-41cb-b621-8743e98afb81,e4cb2a40-68f1-4acd-a996-b4a3d061b6d8
c8ba50e9-4914-41cb-b621-8743e98afb81,d11304c5-abe0-4eae-b292-a4b93c154a13
c8ba50e9-4914-41cb-b621-8743e98afb81,df96d03a-a296-4881-8238-bf60b47219e6
c8ba50e9-4914-41cb-b621-8743e98afb81,12258ed8-0178-4ac3-b560-b5476141598c
c8ba50e9-4914-41cb-b621-8743e98afb81,dba2fd8b-7535-4122-9343-a5d416cb2f59
c8ba50e9-4914-41cb-b621-8743e98afb81,c5e0d1bc-751e-4eb7-b6fc-563ba280b389
c8ba50e9-4914-41cb-b621-8743e98afb81,d6bc21d3-712b-4196-87da-cb655a98a235
c8ba50e9-4914-41cb-b621-8743e98afb81,79eeb3ad-8780-40b8-b765-f53b0e3204f6
c8ba50e9-4914-41cb-b621-8743e98afb81,7dffed14-a029-4fda-a5a3-d8eb2745a563
c8ba50e9-4914-41cb-b621-8743e98afb81,c9d17667-6620-4b70-a43b-b186485e942d
c8ba50e9-4914-41cb-b621-8743e98afb81,f3df1194-0d76-4a55-91da-11e63d230c20
c8ba50e9-4914-41cb-b621-8743e98afb81,1e398a01-7c7d-472a-bb34-becbda7ae48a
c8ba50e9-4914-41cb-b621-8743e98afb81,f41344f9-25ef-45f5-900e-a045ebb1dbb8
c8ba50e9-4914-41cb-b621-8743e98afb81,e117a3fa-c3d5-46c8-9b6b-675129c4d1e5
c8ba50e9-4914-41cb-b621-8743e98afb81,b70bf296-7631-4567-890b-62fe1fd46bb3
c8ba50e9-4914-41cb-b621-8743e98afb81,e0087a7a-5c0e-4209-93ac-c6ccc81a60b0
c8ba50e9-4914-41cb-b621-8743e98afb81,b8f58d6f-2f66-4498-9aa8-2cb7f6746efb
c8ba50e9-4914-41cb-b621-8743e98afb81,4793b094-7e00-41ac-aad7-0ea5181202f1
c8ba50e9-4914-41cb-b621-8743e98afb81,9b9a04ac-18d1-4074-a28b-712f6dde57cb
c8ba50e9-4914-41cb-b621-8743e98afb81,0c036c71-0245-4d23-b305-402b4c257d88
c8ba50e9-4914-41cb-b621-8743e98afb81,8fe848a0-776f-4b22-81e1-325963745bbf
c8ba50e9-4914-41cb-b621-8743e98afb81,ca4438b9-05a2-4ee7-aaaa-9f19e2df495c
c8ba50e9-4914-41cb-b621-8743e98afb81,e309444a-d085-4566-b9ff-ccae62aa789f
c8ba50e9-4914-41cb-b621-8743e98afb81,078be792-4a31-4fd4-81d7-d9369046cc04
6b58274f-6800-4c32-b5a8-2b99412f82e7,1656baaa-8895-40f2-83e6-d10862e7d182
6b58274f-6800-4c32-b5a8-2b99412f82e7,ced19472-8a67-4821-8753-893322836215
6b58274f-6800-4c32-b5a8-2b99412f82e7,73c5819c-c926-4a96-bd59-22ebbec8f0d0
6b58274f-6800-4c32-b5a8-2b99412f82e7,189f4581-a121-4c67-9560-0d06f9eb95a6
6b58274f-6800-4c32-b5a8-2b99412f82e7,f5aca147-ae7e-43aa-9ddf-77f62efcf272
6b58274f-6800-4c32-b5a8-2b99412f82e7,1a1c8a29-4c73-4555-aa4c-51cc0159932c
6b58274f-6800-4c32-b5a8-2b99412f82e7,69f3e5f2-8c4a-4d54-a0d6-a18a2965d0fc
6b58274f-6800-4c32-b5a8-2b99412f82e7,a09371b6-3ebf-4f7d-902b-1e9332c3905c
6b58274f-6800-4c32-b5a8-2b99412f82e7,c5d7ce28-14dc-4824-b999-88fc401d18d2
6b58274f-6800-4c32-b5a8-2b99412f82e7,480bcadd-f322-478c-b97a-11c07bdda27b
6b58274f-6800-4c32-b5a8-2b99412f82e7,eb740dfa-2054-49d1-91d5-aa2437bc4404
6b58274f-6800-4c32-b5a8-2b99412f82e7,aadd923f-99a1-45e6-8a6c-d150bc502e8c
6b58274f-6800-4c32-b5a8-2b99412f82e7,310f6d38-4dc3-41ce-87c8-f75c195c67c3
6b58274f-6800-4c32-b5a8-2b99412f82e7,e273ec7c-43b4-43ae-97c3-39c887e23080
6b58274f-6800-4c32-b5a8-2b99412f82e7,f31d0637-69ff-46c3-ae20-73b93a8b0dd0
6b58274f-6800-4c32-b5a8-2b99412f82e7,1a1cb738-3e9e-4e2c-a2f0-f82b7df18af2
6b58274f-6800-4c32-b5a8-2b99412f82e7,24d497e9-ae12-4c35-88f7-3987e3d6ed0c
6b58274f-6800-4c32-b5a8-2b99412f82e7,fc25783f-f245-4673-9f9a-1aa2f9f25465
6b58274f-6800-4c32-b5a8-2b99412f82e7,ef1e7754-97d4-4af1-8ada-9324acf962b7
6b58274f-6800-4c32-b5a8-2b99412f82e7,2edba01e-d2c2-45c8-9197-43b7dacb733d
6b58274f-6800-4c32-b5a8-2b99412f82e7,b34ee12c-8e09-4e1f-8d20-6b055f8b87b0
6b58274f-6800-4c32-b5a8-2b99412f82e7,8b3a26db-7665-4ede-94cc-7129ba81bd44
6b58274f-6800-4c32-b5a8-2b99412f82e7,8f7ae8e8-84a9-4c7d-9ba4-a4fdf5dddcb7
6b58274f-6800-4c32-b5a8-2b99412f82e7,6b07274c-3926-464e-bb30-5e1258eeffeb
6b58274f-6800-4c32-b5a8-2b99412f82e7,6ec2f9f7-2fd1-4ff9-952e-7cd17464f202
6b58274f-6800-4c32-b5a8-2b99412f82e7,669ca9e2-3656-46a2-bfeb-7d30a3528bd1
6b58274f-6800-4c32-b5a8-2b99412f82e7,16bbfcf0-b20b-438d-87d5-04619e6dc6bf
6b58274f-6800-4c32-b5a8-2b99412f82e7,3a1a0b52-6b55-4a39-b9c8-7bad30216e9c
6b58274f-6800-4c32-b5a8-2b99412f82e7,89215170-2b4c-4ea3-ae3f-568e51c77802
6b58274f-6800-4c32-b5a8-2b99412f82e7,c0b06b38-ed73-482d-81d3-0cb93eeacf9c
6b58274f-6800-4c32-b5a8-2b99412f82e7,80d53ea6-afbe-4135-9bb5-b61f753fed4e
6b58274f-6800-4c32-b5a8-2b99412f82e7,a647ba0d-fbfc-4d68-a213-21c57d3bf6a3
6b58274f-6800-4c32-b5a8-2b99412f82e7,c01c73ce-8e58-457c-91ac-8b382be700ff
6b58274f-6800-4c32-b5a8-2b99412f82e7,6a78323b-db98-4112-ac6f-b48796731b07
6b58274f-6800-4c32-b5a8-2b99412f82e7,9e2d1b5a-0da0-422f-928d-205d8b00efa9
6b58274f-6800-4c32-b5a8-2b99412f82e7,7314fe6b-b20c-460d-a356-7fdcbcfc6df6
6b58274f-6800-4c32-b5a8-2b99412f82e7,6fcc754a-7734-49e5-8812-0cfe0ca5057b
6b58274f-6800-4c32-b5a8-2b99412f82e7,b7386830-9af1-4ecd-bc45-0d3604a4e26b
6b58274f-6800-4c32-b5a8-2b99412f82e7,d6f0635f-45cf-4564-b93b-9a37fe2f31b8
6b58274f-6800-4c32-b5a8-2b99412f82e7,62c9bc2a-4f33-4031-a64b-1d9f9648b485
6b58274f-6800-4c32-b5a8-2b99412f82e7,bbd14fc9-7db3-4162-a2ef-dd1c4563cf74
6b58274f-6800-4c32-b5a8-2b99412f82e7,28177a03-e20d-4644-98f6-13257821cb5d
6b58274f-6800-4c32-b5a8-2b99412f82e7,bd5d5fc8-5c10-4513-9d90-e75ae4b67a04
6b58274f-6800-4c32-b5a8-2b99412f82e7,fa2f7a12-ed35-41aa-935c-2a30e60fa8ef
6b58274f-6800-4c32-b5a8-2b99412f82e7,74322723-5dc8-4722-8f8a-9ca6efe0cfb8
6b58274f-6800-4c32-b5a8-2b99412f82e7,9e4e266f-037f-4be4-8211-c0523e9eb75a
6b58274f-6800-4c32-b5a8-2b99412f82e7,ff6bd764-e751-4908-96c5-3265866c3212
6b58274f-6800-4c32-b5a8-2b99412f82e7,045d13a6-9efb-4503-af11-cd114928ef64
6b58274f-6800-4c32-b5a8-2b99412f82e7,f242726a-d491-434f-813a-cc85bdab3391
6b58274f-6800-4c32-b5a8-2b99412f82e7,480d7211-c115-4f17-99a7-f7f63f50617c
6b58274f-6800-4c32-b5a8-2b99412f82e7,7c60c02f-8e6f-44cd-a828-aafc1bd20655
6b58274f-6800-4c32-b5a8-2b99412f82e7,6b808c13-741b-4a76-8bfe-951764543f12
6b58274f-6800-4c32-b5a8-2b99412f82e7,3deef1ea-093b-4964-8e1e-3c9f3aa843de
6b58274f-6800-4c32-b5a8-2b99412f82e7,667e8be0-dbe3-4cb7-ba8a-56bbfabe2a29
6b58274f-6800-4c32-b5a8-2b99412f82e7,57105f52-6fd6-447e-a3b4-4663f594d6ff
6b58274f-6800-4c32-b5a8-2b99412f82e7,54876abb-9f33-408a-ab41-5879ee7ef634
6b58274f-6800-4c32-b5a8-2b99412f82e7,6ff5d24e-2daf-4625-b2d9-7feb27ac9e54
6b58274f-6800-4c32-b5a8-2b99412f82e7,5fc9f583-8ab5-4016-9337-3ead0af102c6
6b58274f-6800-4c32-b5a8-2b99412f82e7,a3e12ea4-959e-4cbf-ac18-22644536b8e5
6b58274f-6800-4c32-b5a8-2b99412f82e7,a5e6d8cf-cc33-44e0-8c35-d94a02376f0a
6b58274f-6800-4c32-b5a8-2b99412f82e7,1b5da2c8-9e57-4c62-90b2-258d92ccc886
6b58274f-6800-4c32-b5a8-2b99412f82e7,a370814d-67c2-4040-869e-2a7b5a87cc8c
6b58274f-6800-4c32-b5a8-2b99412f82e7,8f1617bc-61d7-436a-b1f4-259c1d041ac9
6b58274f-6800-4c32-b5a8-2b99412f82e7,e8a6823d-a409-4e4e-86ee-351e88f82453
6b58274f-6800-4c32-b5a8-2b99412f82e7,a94bc496-909b-4dc1-a2e8-7473bbb8099b
6b58274f-6800-4c32-b5a8-2b99412f82e7,646e5fb6-a488-4f64-b7a3-664fd3cf9bec
6b58274f-6800-4c32-b5a8-2b99412f82e7,3b0a2d6c-b430-4ee1-9c7a-0b5c3cfb4a51
6b58274f-6800-4c32-b5a8-2b99412f82e7,fec35770-98cd-402b-ac8e-4f6fae68d090
6b58274f-6800-4c32-b5a8-2b99412f82e7,dc81ce05-7391-465a-8f45-c7c0630bd0ed
6b58274f-6800-4c32-b5a8-2b99412f82e7,75cb877b-294f-40ea-9f79-b4fe463967fb
6b58274f-6800-4c32-b5a8-2b99412f82e7,836dfc0f-79dd-45a7-99e4-2da502b89fac
6b58274f-6800-4c32-b5a8-2b99412f82e7,768cfdf4-c9cb-44d3-b76d-7ef8adc665cf
6b58274f-6800-4c32-b5a8-2b99412f82e7,bdcb8549-de27-4cfc-89b4-abd6d9195fe2
6b58274f-6800-4c32-b5a8-2b99412f82e7,55505e9e-2d69-4b9b-b8db-8ef7a44547e1
6b58274f-6800-4c32-b5a8-2b99412f82e7,b72c1446-cf63-4751-9729-30ed0b3886be
6b58274f-6800-4c32-b5a8-2b99412f82e7,657e60b2-4d89-4250-8bb9-5be829aeff5a
6b58274f-6800-4c32-b5a8-2b99412f82e7,30b28f17-b833-41de-928d-aff0e000c290
6b58274f-6800-4c32-b5a8-2b99412f82e7,ed7ab919-f44f-4046-bd88-88afb5f2825a
6b58274f-6800-4c32-b5a8-2b99412f82e7,3506b86e-f43d-4fb5-8d89-a1dfac0b4892
6b58274f-6800-4c32-b5a8-2b99412f82e7,e2feebde-c827-494b-bd20-9067942b4fa7
6b58274f-6800-4c32-b5a8-2b99412f82e7,d44bc31f-2d78-4b44-afb1-0dc6d903ae59
6b58274f-6800-4c32-b5a8-2b99412f82e7,57271d05-530f-403f-b204-56b779bd6b77
6b58274f-6800-4c32-b5a8-2b99412f82e7,c5955d49-0c9f-480c-9c6e-f757b08e1744
6b58274f-6800-4c32-b5a8-2b99412f82e7,25173859-d0b6-4d9f-b193-b8f3a490e265
6b58274f-6800-4c32-b5a8-2b99412f82e7,05a53e99-ac83-4511-9b91-cf286213d1de
6b58274f-6800-4c32-b5a8-2b99412f82e7,988355c0-4ae6-492d-a1e9-c2f0f962d5da
6b58274f-6800-4c32-b5a8-2b99412f82e7,442b310d-4dde-4c83-b15b-be7d83b1e081
6b58274f-6800-4c32-b5a8-2b99412f82e7,1ebec718-bbe9-421e-86bc-f6e436f8ed6d
6b58274f-6800-4c32-b5a8-2b99412f82e7,c76b75bb-7c20-477b-acb9-4246495b9207
6b58274f-6800-4c32-b5a8-2b99412f82e7,6d90d1d5-ea74-4891-9eb3-896701f3d78b
847bb218-f3b5-4880-b88f-c5230feeba32,73c5819c-c926-4a96-bd59-22ebbec8f0d0
847bb218-f3b5-4880-b88f-c5230feeba32,1656baaa-8895-40f2-83e6-d10862e7d182
847bb218-f3b5-4880-b88f-c5230feeba32,189f4581-a121-4c67-9560-0d06f9eb95a6
847bb218-f3b5-4880-b88f-c5230feeba32,ced19472-8a67-4821-8753-893322836215
847bb218-f3b5-4880-b88f-c5230feeba32,f5aca147-ae7e-43aa-9ddf-77f62efcf272
847bb218-f3b5-4880-b88f-c5230feeba32,1a1c8a29-4c73-4555-aa4c-51cc0159932c
847bb218-f3b5-4880-b88f-c5230feeba32,480bcadd-f322-478c-b97a-11c07bdda27b
847bb218-f3b5-4880-b88f-c5230feeba32,eb740dfa-2054-49d1-91d5-aa2437bc4404
847bb218-f3b5-4880-b88f-c5230feeba32,aadd923f-99a1-45e6-8a6c-d150bc502e8c
847bb218-f3b5-4880-b88f-c5230feeba32,310f6d38-4dc3-41ce-87c8-f75c195c67c3
847bb218-f3b5-4880-b88f-c5230feeba32,69f3e5f2-8c4a-4d54-a0d6-a18a2965d0fc
847bb218-f3b5-4880-b88f-c5230feeba32,a09371b6-3ebf-4f7d-902b-1e9332c3905c
847bb218-f3b5-4880-b88f-c5230feeba32,c5d7ce28-14dc-4824-b999-88fc401d18d2
847bb218-f3b5-4880-b88f-c5230feeba32,1a1cb738-3e9e-4e2c-a2f0-f82b7df18af2
847bb218-f3b5-4880-b88f-c5230feeba32,24d497e9-ae12-4c35-88f7-3987e3d6ed0c
